Episode,System_Avg_Reward,Rolling_100_Avg
265,-68.67,-106.20
266,-79.10,-105.69
267,-103.27,-105.40
268,-52.49,-105.01
269,-111.32,-105.06
270,-59.65,-104.57
271,-111.74,-104.41
272,-79.98,-103.88
273,-163.13,-104.24
274,-81.18,-103.83
275,-82.75,-102.34
276,-84.00,-101.74
277,-59.84,-101.10
278,-116.64,-100.60
279,-86.28,-100.13
280,-131.05,-100.12
281,-84.69,-100.06
282,-57.58,-99.48
283,-65.21,-99.07
284,-138.14,-99.16
285,-85.09,-98.45
286,-86.84,-98.52
287,-122.41,-99.06
288,-66.54,-98.87
289,-43.30,-98.35
290,-80.20,-98.09
291,-75.90,-97.75
292,-155.43,-98.17
293,-83.46,-98.04
294,-69.20,-97.79
295,-118.49,-97.94
296,-102.31,-98.14
297,-57.97,-97.71
298,-101.72,-97.90
299,-58.08,-97.45
300,-97.73,-97.42
301,-70.81,-97.04
302,-73.29,-96.81
303,-74.85,-96.30
304,-71.77,-95.68
305,-62.21,-95.23
306,-52.36,-94.93
307,-85.47,-94.61
308,-84.13,-94.57
309,-57.22,-94.15
310,-46.19,-93.22
311,-86.56,-93.05
312,-51.31,-92.21
313,-76.28,-91.81
314,-61.89,-91.70
315,-52.56,-90.84
316,-77.81,-90.52
317,-92.66,-90.16
318,-125.31,-90.37
319,-55.54,-89.68
320,-49.09,-89.10
321,-87.57,-89.16
322,-34.10,-88.64
323,-56.59,-88.30
324,-57.77,-87.95
325,-76.96,-87.71
326,-84.58,-87.95
327,-55.54,-87.47
328,-97.75,-86.87
329,-96.25,-86.89
330,-56.22,-86.12
331,-122.78,-86.30
332,-41.41,-86.12
333,-51.01,-85.72
334,-57.82,-85.61
335,-89.15,-85.32
336,-67.82,-84.91
337,-55.64,-84.30
338,-76.47,-83.80
339,-41.63,-82.28
340,-72.78,-81.36
341,-74.46,-81.42
342,-49.90,-80.50
343,-27.98,-79.87
344,-55.97,-79.60
345,-65.38,-79.50
346,-125.38,-80.00
347,-80.61,-78.94
348,-67.00,-78.27
349,-22.52,-77.69
350,-35.93,-77.18
351,-23.73,-76.31
352,-36.10,-76.04
353,-43.34,-75.83
354,-70.26,-75.43
355,-82.50,-75.33
356,-54.38,-74.80
357,-47.98,-74.59
358,-41.50,-74.00
359,-54.10,-73.77
360,-55.36,-73.82
361,-33.31,-73.32
362,-40.57,-73.21
363,-76.74,-73.40
364,-40.83,-73.14
365,-54.74,-73.00
366,-66.06,-72.87
367,-42.29,-72.26
368,-32.02,-72.06
369,-51.09,-71.46
370,-39.57,-71.26
371,-50.82,-70.65
372,-47.55,-70.32
373,-28.17,-68.97
374,-87.69,-69.04
375,-28.91,-68.50
376,-124.80,-68.91
377,-77.60,-69.09
378,-52.12,-68.44
379,-39.36,-67.97
380,-50.79,-67.17
381,-28.36,-66.61
382,-48.01,-66.51
383,-60.88,-66.47
384,-40.11,-65.49
385,-34.77,-64.98
386,-74.69,-64.86
387,-53.68,-64.17
388,-40.21,-63.91
389,-43.84,-63.92
390,-30.13,-63.42
391,-43.21,-63.09
392,-41.71,-61.95
393,-48.25,-61.60
394,-47.16,-61.38
395,-16.66,-60.36
396,-7.40,-59.41
397,-50.89,-59.34
398,-39.29,-58.72
399,-31.90,-58.45
400,-36.26,-57.84
401,-41.17,-57.54
402,-72.76,-57.54
403,-25.53,-57.04
404,-41.35,-56.74
405,-68.69,-56.81
406,-127.67,-57.56
407,-41.73,-57.12
408,-26.87,-56.55
409,-27.43,-56.25
410,-29.39,-56.08
411,-61.07,-55.83
412,-16.64,-55.48
413,-35.24,-55.07
414,-41.80,-54.87
415,-11.38,-54.46
416,-63.68,-54.32
417,-57.47,-53.96
418,-41.67,-53.13
419,-118.16,-53.75
420,-47.92,-53.74
421,-37.29,-53.24
422,-38.86,-53.29
423,-19.43,-52.92
424,1.89,-52.32
425,-36.73,-51.92
426,-117.83,-52.25
427,-40.27,-52.10
428,-60.92,-51.73
429,-36.33,-51.13
430,-37.87,-50.95
431,-67.65,-50.39
432,-32.15,-50.30
433,-67.65,-50.47
434,-48.69,-50.38
435,-35.35,-49.84
436,-92.98,-50.09
437,-60.29,-50.14
438,-47.15,-49.84
439,-74.41,-50.17
440,-47.95,-49.92
441,-32.26,-49.50
442,-20.54,-49.21
443,-17.80,-49.11
444,-26.19,-48.81
445,-60.49,-48.76
446,-94.98,-48.46
447,-140.94,-49.06
448,-53.91,-48.93
449,-30.60,-49.01
450,-33.19,-48.98
451,-47.34,-49.22
452,-21.55,-49.07
453,-9.51,-48.73
454,-22.56,-48.26
455,-11.39,-47.55
456,-19.94,-47.20
457,-49.56,-47.22
458,-55.67,-47.36
459,-27.67,-47.09
460,-30.10,-46.84
461,-26.24,-46.77
462,-35.96,-46.72
463,5.61,-45.90
464,-48.30,-45.98
465,-23.74,-45.67
466,-25.45,-45.26
467,-32.85,-45.17
468,-25.66,-45.10
469,-18.92,-44.78
470,-103.22,-45.42
471,-47.92,-45.39
472,-72.21,-45.63
473,-86.05,-46.21
474,-15.87,-45.49
475,-28.15,-45.49
476,-43.00,-44.67
477,-33.45,-44.23
478,-55.98,-44.27
479,-27.16,-44.14
480,-77.86,-44.41
481,-91.16,-45.04
482,-129.97,-45.86
483,-86.18,-46.12
484,-44.56,-46.16
485,-50.55,-46.32
486,-81.85,-46.39
487,-4.15,-45.89
488,-30.49,-45.80
489,-11.04,-45.47
490,-14.04,-45.31
491,-6.76,-44.94
492,-23.67,-44.76
493,-133.38,-45.61
494,-30.33,-45.45
495,-39.90,-45.68
496,-27.71,-45.88
497,-17.27,-45.55
498,-81.44,-45.97
499,-14.65,-45.79
500,-53.89,-45.97
