Episode,System_Avg_Reward,Rolling_100_Avg
115,-101.37,-140.34
116,-86.50,-139.01
117,-83.64,-137.63
118,-76.86,-136.32
119,-107.61,-135.39
120,-60.99,-134.10
121,-106.19,-133.12
122,-98.67,-132.66
123,-102.98,-131.79
124,-96.53,-130.83
125,-158.20,-130.55
126,-87.71,-129.55
127,-83.96,-128.64
128,-95.19,-127.77
129,-62.47,-126.82
130,-85.11,-125.97
131,-25.69,-124.55
132,-114.93,-123.73
133,-65.08,-122.76
134,-70.14,-121.74
135,-66.82,-120.72
136,-50.20,-119.48
137,-41.77,-118.05
138,-93.19,-117.27
139,-62.15,-116.19
140,-33.14,-115.02
141,-36.47,-113.75
142,-53.29,-112.74
143,-84.95,-111.90
144,-38.18,-110.82
145,-89.28,-110.08
146,-27.03,-108.47
147,-49.86,-107.12
148,-55.65,-105.93
149,-31.46,-104.81
150,-58.67,-103.98
151,-53.28,-102.97
152,-40.32,-101.85
153,-33.76,-100.50
154,-83.24,-99.69
155,-87.77,-99.18
156,0.37,-97.83
157,-34.57,-96.85
158,-13.02,-95.65
159,-72.40,-94.93
160,-20.53,-93.77
161,-24.78,-92.36
162,-20.78,-91.12
163,8.85,-89.72
164,-23.51,-88.84
165,-59.25,-87.79
166,-15.39,-86.40
167,-22.27,-85.62
168,-34.00,-84.88
169,13.06,-83.37
170,-5.11,-81.79
171,-24.03,-80.77
172,-28.25,-79.49
173,-20.03,-78.20
174,-9.56,-76.94
175,-5.81,-75.70
176,-25.72,-74.98
177,-12.56,-74.13
178,-25.45,-73.30
179,-15.47,-71.97
180,-28.80,-71.12
181,-29.49,-70.23
182,-16.35,-69.00
183,-22.97,-68.10
184,-15.72,-67.27
185,-8.79,-66.79
186,-35.35,-66.17
187,-6.04,-65.06
188,-34.25,-64.47
189,26.12,-63.25
190,-3.61,-61.99
191,-14.58,-60.96
192,-7.25,-59.88
193,-4.14,-58.33
194,29.72,-56.90
195,-17.31,-55.99
196,17.56,-54.79
197,13.79,-53.85
198,-13.15,-52.96
199,1.53,-51.92
200,-22.86,-50.95
201,-6.91,-49.83
202,4.32,-48.74
203,-49.34,-48.39
204,4.79,-46.91
205,-10.41,-46.18
206,12.13,-44.46
207,-5.78,-43.47
208,-34.05,-42.71
209,-13.11,-41.91
210,-18.77,-41.18
211,-12.14,-40.23
212,-20.56,-39.64
213,-8.62,-38.69
214,-2.22,-37.83
215,15.21,-36.67
216,21.72,-35.58
217,15.96,-34.59
218,-13.18,-33.95
219,0.95,-32.87
220,17.77,-32.08
221,-2.22,-31.04
222,-3.26,-30.08
223,-27.71,-29.33
224,12.45,-28.24
225,-10.91,-26.77
226,2.93,-25.86
227,21.00,-24.81
228,-24.69,-24.11
229,10.51,-23.38
230,-2.31,-22.55
231,-2.62,-22.32
232,1.67,-21.15
233,-9.76,-20.60
234,-4.40,-19.94
235,2.03,-19.25
236,23.93,-18.51
237,-17.20,-18.27
238,-20.72,-17.54
239,-3.45,-16.96
240,5.95,-16.56
241,5.39,-16.15
242,0.45,-15.61
243,22.94,-14.53
244,17.59,-13.97
245,7.93,-13.00
246,21.23,-12.52
247,25.27,-11.77
248,5.66,-11.15
249,-23.00,-11.07
250,22.52,-10.26
251,17.07,-9.55
252,17.02,-8.98
253,16.25,-8.48
254,-29.01,-7.94
255,17.54,-6.88
256,2.80,-6.86
257,-9.12,-6.60
258,-11.22,-6.59
259,4.64,-5.82
260,21.95,-5.39
261,-9.75,-5.24
262,0.42,-5.03
263,8.47,-5.03
264,-11.08,-4.91
265,24.18,-4.07
266,26.44,-3.66
267,-8.88,-3.52
268,46.27,-2.72
269,14.14,-2.71
270,7.41,-2.58
271,0.44,-2.34
272,0.17,-2.05
273,21.68,-1.64
274,0.49,-1.54
275,-10.48,-1.58
276,13.36,-1.19
277,17.61,-0.89
278,9.63,-0.54
279,-2.21,-0.41
280,5.70,-0.06
281,20.49,0.44
282,-6.49,0.54
283,17.47,0.94
284,14.90,1.25
285,21.04,1.54
286,41.48,2.31
287,-3.76,2.34
288,16.78,2.85
289,18.26,2.77
290,11.12,2.91
291,13.35,3.19
292,37.82,3.64
293,4.55,3.73
294,3.91,3.47
295,38.70,4.03
296,5.66,3.91
297,6.14,3.84
298,-4.13,3.93
299,9.55,4.01
300,15.36,4.39
301,8.89,4.55
302,28.89,4.79
303,14.29,5.43
304,49.60,5.88
305,23.21,6.21
306,40.01,6.49
307,38.87,6.94
308,12.08,7.40
309,17.74,7.71
310,22.94,8.13
311,29.90,8.55
312,19.50,8.95
313,43.48,9.47
314,54.34,10.03
315,24.48,10.13
316,23.72,10.15
317,4.57,10.03
318,7.21,10.24
319,1.23,10.24
320,12.50,10.19
321,48.57,10.70
322,12.21,10.85
323,19.75,11.32
324,36.96,11.57
325,0.74,11.69
326,7.05,11.73
327,43.42,11.95
328,27.04,12.47
329,4.71,12.41
330,4.20,12.48
331,19.95,12.70
332,32.96,13.01
333,12.00,13.23
334,26.57,13.54
335,24.46,13.77
336,-10.25,13.42
337,40.36,14.00
338,21.21,14.42
339,33.45,14.79
340,32.64,15.05
341,39.45,15.40
342,68.45,16.08
343,54.40,16.39
344,36.19,16.58
345,31.50,16.81
346,34.26,16.94
347,8.56,16.77
348,33.79,17.06
349,38.60,17.67
350,41.30,17.86
351,-6.65,17.62
352,2.81,17.48
353,13.60,17.45
354,31.99,18.06
355,14.28,18.03
356,60.52,18.61
357,22.44,18.92
358,16.84,19.21
359,26.09,19.42
360,34.41,19.54
361,26.65,19.91
362,5.07,19.95
363,61.45,20.48
364,37.68,20.97
365,42.82,21.16
366,22.72,21.12
367,40.33,21.61
368,47.79,21.63
369,10.52,21.59
370,38.41,21.90
371,26.01,22.16
372,44.81,22.60
373,29.20,22.68
374,19.22,22.87
375,39.97,23.37
376,14.70,23.38
377,20.81,23.42
378,35.89,23.68
379,36.46,24.07
380,31.52,24.32
381,59.89,24.72
382,41.35,25.20
383,52.79,25.55
384,23.88,25.64
385,48.61,25.92
386,41.76,25.92
387,21.29,26.17
388,-11.68,25.88
389,30.14,26.00
390,29.21,26.18
391,22.96,26.28
392,40.99,26.31
393,54.07,26.81
394,60.74,27.38
395,71.60,27.70
396,51.31,28.16
397,48.76,28.59
398,50.53,29.13
399,44.31,29.48
400,65.17,29.98
401,28.42,30.17
402,77.55,30.66
403,50.76,31.03
404,30.55,30.84
405,63.80,31.24
406,41.50,31.26
407,39.04,31.26
408,31.59,31.45
409,1.68,31.29
410,14.88,31.21
411,18.79,31.10
412,26.18,31.17
413,38.65,31.12
414,13.08,30.71
415,4.95,30.51
416,15.76,30.43
417,47.60,30.86
418,3.90,30.83
419,-9.18,30.73
420,18.47,30.78
421,56.28,30.86
422,36.59,31.11
423,49.87,31.41
424,26.60,31.30
425,50.35,31.80
426,64.28,32.37
427,36.73,32.31
428,49.13,32.53
429,44.23,32.92
430,48.08,33.36
431,28.86,33.45
432,52.38,33.64
433,43.89,33.96
434,87.45,34.57
435,53.91,34.87
436,40.62,35.37
437,34.61,35.32
438,45.29,35.56
439,43.73,35.66
440,60.92,35.94
441,-29.33,35.26
442,40.15,34.97
443,41.91,34.85
444,57.70,35.06
445,42.11,35.17
446,71.36,35.54
447,37.34,35.83
448,61.77,36.11
449,56.03,36.28
450,63.99,36.51
451,38.07,36.96
452,44.87,37.38
453,64.22,37.88
454,61.60,38.18
455,52.46,38.56
456,54.38,38.50
457,64.32,38.92
458,58.23,39.33
459,33.05,39.40
460,50.43,39.56
461,60.85,39.90
462,50.80,40.36
463,75.07,40.50
464,38.55,40.51
465,48.71,40.56
466,59.06,40.93
467,52.52,41.05
468,52.81,41.10
469,35.43,41.35
470,44.71,41.41
471,56.49,41.72
472,43.53,41.70
473,37.73,41.79
474,44.46,42.04
475,74.29,42.38
476,74.29,42.98
477,58.59,43.36
478,30.48,43.30
479,23.49,43.17
480,53.04,43.39
481,30.92,43.10
482,23.23,42.92
483,23.68,42.63
484,56.71,42.96
485,56.30,43.03
486,56.03,43.18
487,49.81,43.46
488,58.52,44.16
489,41.10,44.27
490,36.55,44.35
491,19.10,44.31
492,43.65,44.33
493,63.86,44.43
494,63.41,44.46
495,-1.81,43.72
496,15.02,43.36
497,51.40,43.39
498,66.52,43.55
499,50.43,43.61
500,48.46,43.44
