Episode,System_Avg_Reward,Rolling_100_Avg
135,-170.21,-175.02
136,-151.72,-174.88
137,-168.02,-174.76
138,-165.41,-174.69
139,-190.40,-174.62
140,-151.85,-174.44
141,-160.37,-173.97
142,-176.79,-173.75
143,-202.89,-174.15
144,-199.25,-174.47
145,-182.25,-174.54
146,-161.28,-174.41
147,-148.65,-173.91
148,-152.88,-173.14
149,-154.04,-172.45
150,-154.54,-172.31
151,-156.94,-171.72
152,-155.55,-171.24
153,-146.31,-170.92
154,-132.96,-170.66
155,-153.55,-170.27
156,-161.81,-170.24
157,-166.62,-170.06
158,-176.90,-170.04
159,-188.14,-170.10
160,-183.15,-170.21
161,-153.36,-170.09
162,-159.08,-170.07
163,-146.63,-169.75
164,-150.03,-169.52
165,-180.93,-169.82
166,-150.88,-169.64
167,-176.65,-169.71
168,-184.45,-170.10
169,-210.46,-170.54
170,-159.59,-170.38
171,-171.72,-170.47
172,-203.55,-171.01
173,-182.16,-170.99
174,-174.90,-170.94
175,-161.56,-171.12
176,-178.53,-171.46
177,-151.80,-171.34
178,-144.17,-171.26
179,-162.92,-171.22
180,-167.95,-171.28
181,-188.36,-171.68
182,-172.43,-171.79
183,-169.44,-171.68
184,-146.68,-171.50
185,-180.77,-171.77
186,-148.44,-171.54
187,-175.88,-171.69
188,-145.88,-171.27
189,-148.27,-171.36
190,-148.27,-170.95
191,-155.24,-170.83
192,-165.02,-170.80
193,-174.40,-170.82
194,-158.91,-170.44
195,-161.49,-170.40
196,-172.47,-169.79
197,-132.84,-169.19
198,-176.02,-168.98
199,-147.34,-168.52
200,-161.99,-167.90
201,-155.50,-167.69
202,-197.78,-167.98
203,-162.70,-167.84
204,-155.13,-167.82
205,-138.89,-167.61
206,-142.67,-167.43
207,-157.77,-167.27
208,-145.87,-166.99
209,-146.34,-167.03
210,-160.40,-166.79
211,-149.53,-166.75
212,-202.01,-167.16
213,-196.38,-167.49
214,-200.86,-167.90
215,-191.95,-168.00
216,-173.94,-168.26
217,-175.45,-168.27
218,-170.29,-168.22
219,-172.47,-168.43
220,-149.04,-168.20
221,-147.74,-167.85
222,-151.22,-167.54
223,-165.34,-167.23
224,-133.17,-166.77
225,-141.18,-166.64
226,-193.27,-166.68
227,-185.59,-166.63
228,-155.07,-166.34
229,-165.72,-166.21
230,-208.00,-166.38
231,-147.65,-165.94
232,-169.53,-165.66
233,-171.86,-165.72
234,-145.62,-165.40
235,-136.70,-165.06
236,-182.02,-165.37
237,-182.51,-165.51
238,-155.89,-165.42
239,-177.89,-165.29
240,-170.40,-165.48
241,-145.09,-165.32
242,-144.62,-165.00
243,-137.94,-164.35
244,-138.39,-163.74
245,-145.92,-163.38
246,-148.68,-163.25
247,-189.15,-163.66
248,-165.51,-163.79
249,-211.79,-164.36
250,-194.47,-164.76
251,-203.98,-165.23
252,-192.65,-165.60
253,-144.94,-165.59
254,-139.34,-165.65
255,-144.74,-165.57
256,-178.81,-165.74
257,-187.20,-165.94
258,-148.21,-165.66
259,-142.48,-165.20
260,-144.49,-164.81
261,-126.77,-164.55
262,-148.55,-164.44
263,-138.82,-164.36
264,-154.90,-164.41
265,-146.25,-164.06
266,-158.25,-164.14
267,-153.64,-163.91
268,-156.04,-163.62
269,-140.81,-162.93
270,-150.74,-162.84
271,-158.89,-162.71
272,-122.66,-161.90
273,-133.75,-161.42
274,-117.16,-160.84
275,-145.80,-160.68
276,-159.56,-160.49
277,-137.59,-160.35
278,-143.76,-160.35
279,-144.63,-160.16
280,-141.03,-159.89
281,-144.27,-159.45
282,-137.22,-159.10
283,-125.25,-158.66
284,-142.66,-158.62
285,-127.05,-158.08
286,-151.58,-158.11
287,-142.01,-157.78
288,-130.72,-157.62
289,-135.18,-157.49
290,-154.32,-157.55
291,-124.25,-157.24
292,-133.80,-156.93
293,-136.53,-156.55
294,-139.66,-156.36
295,-131.69,-156.06
296,-153.57,-155.87
297,-145.90,-156.00
298,-131.35,-155.56
299,-156.67,-155.65
300,-159.76,-155.63
301,-135.66,-155.43
302,-124.08,-154.69
303,-149.57,-154.56
304,-134.31,-154.35
305,-116.05,-154.12
306,-160.11,-154.30
307,-134.81,-154.07
308,-149.58,-154.11
309,-141.83,-154.06
310,-154.27,-154.00
311,-129.39,-153.80
312,-127.55,-153.05
313,-118.47,-152.27
314,-130.85,-151.57
315,-146.72,-151.12
316,-147.25,-150.86
317,-151.97,-150.62
318,-156.22,-150.48
319,-127.49,-150.03
320,-136.39,-149.90
321,-155.94,-149.99
322,-155.18,-150.03
323,-137.02,-149.74
324,-142.32,-149.83
325,-150.56,-149.93
326,-134.21,-149.34
327,-119.75,-148.68
328,-142.85,-148.56
329,-129.21,-148.19
330,-128.99,-147.40
331,-163.03,-147.56
332,-143.01,-147.29
333,-132.73,-146.90
334,-137.23,-146.81
335,-129.83,-146.75
336,-149.56,-146.42
337,-106.60,-145.66
338,-138.29,-145.49
339,-137.98,-145.09
340,-114.27,-144.53
341,-127.17,-144.35
342,-181.96,-144.72
343,-133.76,-144.68
344,-121.03,-144.50
345,-114.78,-144.19
346,-132.04,-144.03
347,-125.28,-143.39
348,-124.81,-142.98
349,-124.85,-142.11
350,-107.90,-141.25
351,-126.78,-140.47
352,-148.80,-140.04
353,-134.89,-139.94
354,-153.25,-140.07
355,-110.85,-139.74
356,-121.36,-139.16
357,-125.34,-138.54
358,-94.13,-138.00
359,-116.96,-137.75
360,-142.50,-137.73
361,-114.22,-137.60
362,-157.25,-137.69
363,-97.84,-137.28
364,-134.22,-137.07
365,-99.84,-136.61
366,-126.20,-136.29
367,-128.31,-136.03
368,-135.73,-135.83
369,-107.24,-135.49
370,-118.72,-135.17
371,-126.66,-134.85
372,-107.06,-134.70
373,-142.11,-134.78
374,-122.72,-134.84
375,-108.10,-134.46
376,-143.60,-134.30
377,-136.34,-134.29
378,-133.63,-134.18
379,-108.91,-133.83
380,-114.50,-133.56
381,-102.29,-133.14
382,-136.09,-133.13
383,-136.47,-133.24
384,-115.14,-132.97
385,-101.79,-132.72
386,-141.27,-132.61
387,-103.49,-132.23
388,-108.54,-132.01
389,-116.79,-131.82
390,-117.73,-131.46
391,-127.56,-131.49
392,-91.62,-131.07
393,-174.37,-131.45
394,-115.03,-131.20
395,-116.31,-131.05
396,-110.27,-130.61
397,-117.84,-130.33
398,-125.31,-130.27
399,-99.54,-129.70
400,-117.71,-129.28
401,-124.35,-129.17
402,-129.72,-129.22
403,-121.33,-128.94
404,-130.52,-128.90
405,-104.25,-128.78
406,-141.74,-128.60
407,-119.17,-128.44
408,-121.50,-128.16
409,-131.83,-128.06
410,-93.03,-127.45
411,-127.33,-127.43
412,-122.22,-127.38
413,-120.18,-127.39
414,-105.64,-127.14
415,-141.66,-127.09
416,-130.38,-126.92
417,-98.47,-126.39
418,-107.60,-125.90
419,-113.45,-125.76
420,-138.34,-125.78
421,-129.85,-125.52
422,-157.40,-125.54
423,-111.14,-125.28
424,-136.12,-125.22
425,-124.45,-124.96
426,-165.86,-125.28
427,-127.96,-125.36
428,-105.99,-124.99
429,-118.03,-124.88
430,-102.28,-124.61
431,-143.40,-124.41
432,-130.01,-124.28
433,-111.12,-124.07
434,-97.90,-123.68
435,-86.65,-123.24
436,-107.02,-122.82
437,-91.51,-122.67
438,-113.41,-122.42
439,-173.69,-122.78
440,-130.81,-122.94
441,-105.90,-122.73
442,-113.54,-122.04
443,-123.37,-121.94
444,-149.78,-122.23
445,-138.75,-122.47
446,-149.66,-122.64
447,-126.07,-122.65
448,-95.32,-122.36
449,-118.62,-122.29
450,-145.53,-122.67
451,-164.42,-123.05
452,-133.73,-122.90
453,-120.48,-122.75
454,-131.08,-122.53
455,-115.81,-122.58
456,-124.70,-122.61
457,-116.08,-122.52
458,-97.23,-122.55
459,-162.97,-123.01
460,-118.72,-122.77
461,-140.30,-123.03
462,-94.78,-122.41
463,-144.73,-122.88
464,-151.48,-123.05
465,-111.11,-123.16
466,-136.80,-123.27
467,-134.43,-123.33
468,-105.25,-123.03
469,-94.92,-122.90
470,-104.75,-122.76
471,-150.13,-123.00
472,-140.34,-123.33
473,-122.86,-123.14
474,-118.76,-123.10
475,-121.01,-123.23
476,-131.69,-123.11
477,-121.33,-122.96
478,-103.24,-122.66
479,-111.50,-122.68
480,-100.39,-122.54
481,-159.15,-123.11
482,-117.05,-122.92
483,-109.94,-122.65
484,-102.21,-122.52
485,-87.22,-122.38
486,-150.70,-122.47
487,-128.26,-122.72
488,-130.41,-122.94
489,-139.20,-123.16
490,-131.15,-123.30
491,-184.63,-123.87
492,-108.08,-124.03
493,-80.15,-123.09
494,-146.19,-123.40
495,-102.24,-123.26
496,-125.56,-123.41
497,-106.65,-123.30
498,-93.12,-122.98
499,-117.38,-123.16
500,-114.07,-123.12
