Agent 1,Agent 2,Agent 3,Agent 4,Agent 5,Agent 6,Agent 7,Agent 8
94.18576583082763,-165.3743401057928,-3120.0468635913926,195.25777061772638,157.76577034665536,292.96128212829376,-608.531815460374,-584.8841187527572
-139.45681622705393,-416.70764003273274,-2907.92407361561,239.07867666341855,172.76052623251763,293.8056173984312,-514.2725213161339,-242.68137921733813
58.3861170104691,-297.16545070101336,-3300.5232387591623,319.40104702645806,42.81725332700162,283.2586302945281,-547.4119281496684,-113.30415873014677
244.42131367206136,-145.4118928857771,-2255.753745718676,116.58137134431696,123.15258319827323,318.6994457548964,-1419.140628203348,-373.12194252547135
51.969515126748824,-709.1864058747329,-3288.7661519984863,-153.28396150861226,52.715141461916566,306.99660624419516,-636.4990201002346,-571.9556839446025
-74.7709164267558,-360.9178435079786,-2746.351635402465,141.88568165711675,21.972398550946828,318.9087482472986,-36.20512122550781,-772.3702635675152
0.2808983455751388,-266.92175704665124,-2436.6664955815477,185.33927101083356,38.53636272059486,308.3652309250468,-546.1838348881581,-578.4249868448998
-102.46415795247931,-362.5224530287843,-3136.1281517005036,192.25114184426985,28.040770210130084,285.17835935169404,-61.81291470900688,-152.99546828190054
-301.2461291579246,-342.0417234422151,-1493.9635634414026,262.4594776375759,164.18049744552917,316.30271983792034,-345.4917983152819,-821.6271935196214
137.93701120651002,-639.7966279033049,-2100.4037362638214,138.73826662101322,-27.30986747124326,316.2502777950625,-224.7206148145221,-902.1419294810485
-60.744029070485865,-237.45467254065315,-3747.409802000816,146.89773908014104,102.68602009881329,370.65422566457573,-122.26028469353957,-598.0195480675275
107.79716392516731,-392.77268877232893,-2856.4716749573345,-38.289218385629894,74.79718549885641,374.548585059847,135.09957512645653,-758.4811692899531
-73.1405856632207,-279.561734075311,-3041.535393044017,216.1158742634519,189.2653320434341,342.64262487005794,138.54363190562822,-318.28395818449803
-123.02141090892596,-176.07258427672915,-1311.4452906397082,186.1466854586845,222.78784601565368,340.4433146120423,-579.765166621012,-1040.1916393416934
-72.17733108812719,-374.8460740102564,-2912.916477319596,123.32378619192927,142.27093415293012,356.93556824766995,-336.1702720185865,-868.9541163645763
147.68232908071883,-284.49140020321846,-2925.0036889610737,184.19557580978014,210.6225396576383,263.81324062177185,155.70865867636292,-541.9898332359926
-66.76626222913595,-162.4204179149737,-3765.4064587182984,140.8752194937046,175.4046879818444,256.22875266108036,18.30269881872175,-349.24758312685907
188.9175982079728,-82.86448719567015,-2585.9336275937703,175.37167277953338,165.70487379478706,366.4833543938095,-538.3780352846559,-175.69002916549402
71.10591649838113,-380.33690738558937,-1149.6369466186482,174.43238287839523,178.84714443655213,318.61465452530655,-217.0087022964719,-477.57782634908017
125.46409930976611,-1062.0519887589537,-2805.517344653347,47.69932645994771,202.91425243874545,383.07374891629377,-69.5703468144764,-641.716867968575
118.60827190897975,-661.9770883676279,-1514.3391549050166,262.449533173094,115.8289197393598,312.4715229350752,141.11193331447117,-566.973018606527
-188.6928631121957,-301.18761335461085,-3153.147532885553,296.3507001473546,28.948414846383763,341.2294109268354,39.64885053219194,-181.0010717914517
101.79133773833094,-132.01363592097397,-2958.7775527263793,241.3547723648046,339.68987467114755,447.6486223648876,-0.5574811054266036,-339.8583387215016
-23.10707595556042,-195.69777838139586,-2040.5381812942069,281.68094653102446,124.62392147935944,702.883743767432,-118.4713432590386,8.068365935432553
-23.583397125370055,-682.615398464577,-2262.080577995607,113.70212126256502,191.48170209847785,323.4506794480359,-1.651065810761743,-825.9972160945429
42.57443233929188,-146.94221206707067,-3052.949573588783,173.33395545576354,148.9805640518004,312.632191275692,-109.15893355832051,-824.3144954916964
155.2803580969495,-299.63464399779224,-2925.9100291937207,206.14784304247115,229.58911711992408,361.82204716830665,-45.706977010137564,-349.2927489143226
61.375308633047354,-48.709620217661566,-2711.4084795967683,160.73452352119077,99.967089475882,272.6679271959019,-371.61580547756836,-566.6827238281257
33.881572325341956,-244.72381420233538,-2705.565632196688,319.9439619198958,189.95862031358456,328.45599722839506,-1513.3313917284993,-371.8334128437841
89.58668637269636,-446.8187361697112,-2423.030779777947,-418.9722980825019,114.24217716363893,347.06303496675866,-588.6027145200968,-775.2595065065576
133.97871530837006,-148.30833754281335,-3106.24366023504,229.43412046631872,62.347264640282205,392.29274138399364,-758.8589749893721,-353.9272040887529
95.69888187245652,-391.05948154760875,-2424.88531576117,203.46803591934844,208.21847746830468,326.0389640207443,-285.95346443658013,-432.73872072711737
137.07675564716922,-469.3045275269127,-2655.8459953977745,-318.25404543032187,201.58166773023424,577.8540515702732,-215.0605114888235,-303.2000263949436
74.40067255156072,-336.26856933931373,-2450.885109512994,162.99173794578184,144.1055158776446,370.18294784690636,-22.482467555864062,-874.1743874820193
75.17949589137078,-436.30130506141006,-2442.730154890132,123.59936705184644,108.84233407612385,325.1480916242412,-34.256191997159064,-324.8578825387774
-92.55212191477088,29.96331562022362,-4001.6160297578963,177.5928893976459,18.59789840504986,351.54636557439846,-1152.0281821369254,-710.7164915026619
148.50808226792196,-110.746292220581,-2128.3705553171194,250.1222310085663,208.74680111126855,675.4649383799409,12.298955382978164,-149.64465585020497
32.201626515122996,-192.2515410219412,-2478.9052745695553,226.33126518933352,210.06687061812377,681.4546411540085,-45.02925865550009,-259.1239012578656
223.92926411740905,-162.7035197504586,-2654.278399132689,288.1670869660917,139.24632019004085,945.5552165757379,112.21560057574837,72.66231988667525
154.03271841364557,-445.9646232379297,-1922.742293860337,138.29867293768277,95.28147010716972,154.69044018485482,-166.66878077924844,-613.9386614541402
69.08779060857222,-154.71464069945824,-2644.511105135499,-439.4893390631778,-198.46207908579999,310.6555276676207,12.883421760899125,-264.03080877232384
116.72791593742693,-55.44138322536536,-2613.3255878133823,114.4729831741897,16.8660115942495,200.02678414032283,69.10339219830777,-756.7993218079891
16.75397891621803,-299.9925488376663,-2544.4847346019706,197.25041089261737,81.71701897947956,326.3782085407671,-289.3534799452948,-249.38542701086197
-86.89411612600543,-218.58640163091331,-2050.706910577983,181.17296075171862,261.2673574022919,323.3008358728638,-389.7350153806717,-206.0272786289267
77.13337576263014,-198.86748941010643,-2109.097239689524,-418.1128783020402,51.27901466926151,304.21550508042674,66.13460848778104,-471.78842394230077
14.967979644369038,-141.98740233960612,-2369.289242025862,-314.55816754405566,57.84734982236345,300.08503671572424,-73.05488294823994,-606.4053848582821
197.46160965255993,-90.6640499393715,-1939.5862632170024,174.8204875118497,190.11681927151358,348.64987680570346,-111.00393503767832,-444.4101154455184
-277.1745709257397,-411.927292606302,-2156.233039804438,221.6859719666773,159.92740666683193,379.25697277993453,89.09072461367307,-242.02401757195724
-99.96261267900235,-51.40805111888043,-2526.1549877444077,203.00125305979415,187.11603885059526,340.6011665792422,-262.7282047837307,-630.1754617735224
-2.236996615339905,81.0234367488597,-2285.6196165064034,143.82277071248654,23.050382056476337,387.92244810332886,-218.35325405453773,-907.9484680006404
219.2253510384924,-176.78954964709803,-1677.0225280054044,167.71670804416215,51.516199509583544,336.49818442946946,37.70672192868306,-223.74243815396486
59.022870104142754,-162.51217340420288,-1989.3606713031604,113.7887688698907,85.82971754884878,594.0615336111896,74.3886275316313,-64.81695198796135
-54.99629373964828,-108.40834636134264,-2646.63906625514,-284.6441532274152,110.51141663148886,613.99086094162,-392.0390481656671,-555.6265393693924
112.37808373453016,-259.03083682301144,-2073.711728475337,206.0445878837627,177.2700158489372,356.910282421648,-231.2836771970629,-433.59222449326376
167.00590018839557,-276.68737988637116,-1961.3669669244093,-606.0701288081315,97.01404230069456,329.1879755907978,-8.063988024634313,-601.1778639720629
93.47712142500625,-172.87447812386793,-1869.2061024241175,44.94163346956627,111.86843768600083,323.5788338857572,-459.3442564327435,-366.5219177682606
-17.145269486093554,-190.50998652499146,-2297.299266426907,119.23480071055955,233.3407076290818,308.6013076727835,-11.566454901945377,-175.7518296847109
270.19158180225077,-142.0257561052842,-1737.7596091341386,181.34934784343187,192.12875384040967,335.99704911201064,-102.76094703172652,-202.72122229865465
235.80281294083397,-433.6973022125843,-2187.663835475453,149.85009028360372,300.63885081278715,325.3106482185632,85.80911311449049,132.4025159871265
123.7210476665544,-566.0684626386765,-2869.147789368825,217.8247578396014,7.562827972416557,280.4474101022996,-297.69768521225495,-688.5318699568022
167.9325096403582,-181.64003210714415,-1884.8622696969762,148.3112256593326,108.84946534409234,257.1365599149972,53.764227760149964,-629.257188813944
133.10408723111783,-199.39053222375847,-1849.9811011562729,227.62258155919005,179.20997283212301,365.28414658761113,-373.14520893086257,-274.4129651861351
151.16042086210905,-62.37361490448072,-2165.2671543166925,134.63572420111592,288.417952072482,341.4141192014695,-36.50715800051952,-1154.7894696073718
133.370193047869,-78.91944822266946,-1838.191517539052,236.66976624879456,70.08071257537712,285.8649796828991,116.62696488397341,-691.5073136538878
113.77693760347805,-344.26615909199825,-1871.317826941646,182.72900370879125,170.50797649472904,344.78020283359683,-207.84951187505465,-740.4653271952122
287.98390334175053,54.84686626526434,-1966.4083561566529,157.50220890716514,139.25852480881733,322.31693037994904,173.66576468122537,-678.4716814360784
38.63732873653508,163.62298562276152,-1816.322182926127,136.94249842645314,206.525662523929,363.0151139946837,234.66447822531921,-380.5199845954286
286.0258134203447,-380.4571000573077,-2074.16527645835,258.61749887345206,349.44250375455306,389.4910631525145,156.29541863105007,-197.6961311927793
156.25399280742892,-97.04783551369815,-2292.9921376537095,232.9009562367036,-343.75783818728206,366.21269973791743,-47.405891807925684,-169.5172267198814
149.4870165497324,-583.8841732380693,-2104.2598151548327,160.326705510836,144.37767554498254,344.4995101446698,125.68839673902099,-709.3887004901865
79.48366866301565,-341.0501066767,-1486.9831986026538,155.20479341160092,174.71275925128327,349.07750001067006,85.22254073138207,-969.62324975692
69.21637458618457,-125.95121925739122,-1383.7583802738727,107.83504804743839,30.526263716037917,347.9920128741966,-351.5147842284676,-188.43339559551524
164.77210856680227,-247.36475143469252,-1918.8810588239478,156.45924300947112,180.80149427559098,331.16941419147685,114.25041079413015,-410.21052147016775
15.621675381199196,-148.6971106631823,-2087.403304191542,255.01326262536844,160.11093116714807,348.9861693225605,156.43543479784873,-750.9446892778755
197.15498986337104,-757.7059364116468,-1333.7649411804782,-164.52492866855974,175.5732907812785,840.5539566458846,89.65517417941311,-601.5990242608578
177.98901607787718,-586.198739213213,-1787.5456449834699,-986.8144981564917,-21.172468151011955,893.8170842546606,57.27484829048589,-435.39308083406627
209.91021109289113,-30.656654203325736,-1449.7435087063577,-393.60349909697857,91.24594963682205,922.9293007267277,-901.4523457505684,-319.7433043621704
90.50274640292716,-370.0453530357053,-1955.0604506243908,242.6384703473059,218.7657469935918,830.6746705878694,13.598429735579337,-775.2031205380931
131.91615692872188,-136.88629650843347,-1942.3825742197419,229.58386571877566,151.88876126911154,1576.9254620807087,-159.41685396204508,-264.553279326904
126.16673119452605,-255.32347327763824,-1985.0721502928452,84.12345691832948,81.44653637608651,580.3607375373392,-291.42194077898847,-645.7454335567186
148.4310345175446,15.9466205677276,-1945.6399638375124,187.25266263171193,195.76111486718548,1187.3645189052895,48.252610979065494,-460.5634548549408
169.937893478145,-509.33610266205534,-1415.7232820592835,-34.31055068923101,-29.742917438126682,1423.6090359482328,-88.28379821532529,-345.1212583157967
279.2000663821198,-223.41950720234814,-1941.4818032999597,-35.37056201540413,264.07965257685714,1013.8037012758828,115.17552285059747,-529.3010530075164
96.38853355859727,-222.27803826137549,-1456.7638959431292,312.1606117782283,199.72111046186,1201.4985901992934,220.51866543421528,-543.628162933378
241.85326521486218,-493.29452382340776,-1969.1905042673452,114.65631678501136,186.88756055771114,876.8299581138242,193.0576601098698,-691.4940672134582
-54.384826793413545,-229.324836694937,-1778.6657733427369,215.9577509663676,299.143373648089,1248.0460305759773,104.81787970196973,-328.6479462397682
-57.44687397829655,-39.166797464106196,-1870.6417773187304,-300.0145501323535,183.90148222500335,934.967576485299,57.09585156959285,-178.1654045477748
16.828009495663935,-316.07919855629103,-1696.1793044953833,233.3026508701336,154.9450318482789,1565.3803388098622,100.9261707738404,-736.5786761047699
222.61843032859977,-338.6973591134588,-2222.0899658620106,255.79493606376082,213.43018028040083,1992.7662972613653,252.66827446891574,-589.121814045508
177.42448264429927,-326.71436519468193,-2084.0513015081187,187.49214181073947,130.74705572819443,1289.540892618978,-202.72239313427897,-548.0729237343314
153.93626858631904,-150.1271006280434,-1793.4130082126744,-503.58917530346184,198.18866305085223,1351.431226828447,-66.1656030644786,-317.04027214352226
80.75494731725436,-109.0995526949516,-2334.708492886879,106.54262440545028,252.15854063895785,1697.6842887161267,-615.1845415976333,-233.66450323967814
-5.300091911538004,-121.59548014963207,-2083.0498127444584,218.4260245468195,205.65540784069864,1760.9365346187617,179.1693970147752,-215.5913024362157
11.61958127637348,-142.21272067012723,-2232.745227679601,-484.17581779890554,1.8683805358574972,2200.8802753218215,120.80908262485825,-348.9745803946198
-7.08004409397509,-511.47900563532284,-1656.6794533787524,-1137.1176258731011,85.60372571166239,1056.635746552288,-262.932506512669,-839.2403504575686
17.559751366221903,-219.25923100970402,-2468.0178372608425,-940.3801718922458,151.21391031190396,1161.0689129415996,113.18205207528862,-561.1239205123145
-80.87837622088938,-75.03516468148776,-1809.9779381884246,-1122.4992547074007,-29.635413652941722,1366.8407505241335,-347.1249777856658,-414.9462206489047
152.68935608591426,-239.39816987621856,-2466.0100685580755,-2005.2673676456288,147.5293763460881,1586.057667914413,-663.0540342909277,-351.24755088278437
120.20814897246868,-521.1472393248661,-1637.3912607268962,-1991.433270963534,284.00768176024997,1713.2664308600158,-948.7149277922227,-388.07838963403776
85.36619588122653,-187.33023149394526,-1664.639547544663,-3063.6056489323005,79.12916970741531,806.9373953927459,-397.00665287556774,-471.2266481777681
76.68830776982347,73.86598838605147,-2685.6643210475227,-3121.382322464777,160.4158662321857,1339.4023290968894,-47.30160941118611,-364.4603621766923
173.6665144583326,-62.582720846138415,-1523.4815207341871,-2662.3640768112273,221.73932903564918,1688.435009540959,110.01649713285009,-793.0749525673273
62.57526632023626,-335.9005904626127,-2779.417468601067,-3107.918471401881,221.7907637106507,1147.6615858011478,-45.14480596709613,-572.5048297421672
-27.521068427192848,-13.071572643855383,-1812.8610572402342,-1563.626740910543,404.9226730845818,1470.6503876272682,113.05010746926833,-644.1597745099772
0.11965156322088433,-703.8110038983066,-978.0601118763939,-2012.1266514629688,7.430189993049709,893.0294901165114,-250.70950534380563,-284.5570556789244
17.422008342853246,-266.3276642533746,-2728.850110496759,-150.89682611226374,177.71889438576784,1282.3148115110105,-70.25876064958828,-373.1030690183253
-3.903871482480916,-196.87203756760437,-1464.6984066730952,-48.16951317885868,198.67554481546898,1429.7357120980892,-173.42821503668753,-722.8330392322282
172.09472191759014,-463.88654359840007,-1531.451285674289,83.53390392410356,241.73066510027795,1643.3513869424291,-2.4883621755430454,-138.14479607720156
-51.58284512218135,-421.90566317457757,-1140.8235788798934,25.876507411923377,101.0775472860272,1712.0806713473517,-351.6549406735675,-648.9820813702352
102.52732701792165,-384.0493983018158,-2164.1680239671705,92.84241595459972,234.22067816040544,1082.8091469413266,-311.6986558802088,-518.7850229479768
68.7294441806974,-142.29203170854078,-1825.9330866671744,-141.48063827033144,74.66380975435877,1422.5099012949806,-101.16619124693435,-193.51309605089986
113.61481874198518,-106.35638371431608,-1864.3831720530031,-1275.6723757619254,134.50514906229353,1495.9610859448935,-170.06878741725876,-224.83869246144764
157.05919775761419,-532.9995130283048,-2291.392840892171,-403.71168905367296,198.89361219888877,1751.3927673602288,-216.21834779569843,-454.6371496338171
151.31337672991205,-143.17822662623658,-1702.3099266291297,224.25137047221673,191.75904443700986,1508.9029801667896,32.11931914589917,-1043.3181687770195
