Episode,System_Avg_Reward,Rolling_100_Avg
170,-369.37,-337.32
171,-508.90,-339.31
172,-365.04,-339.44
173,-443.40,-340.14
174,-504.06,-341.49
175,-407.59,-342.10
176,-373.45,-343.77
177,-347.29,-344.22
178,-360.11,-344.69
179,-381.86,-346.19
180,-352.70,-346.80
181,-392.91,-348.01
182,-299.72,-348.09
183,-356.64,-348.40
184,-372.00,-349.51
185,-361.61,-350.29
186,-388.30,-352.18
187,-383.10,-353.26
188,-453.84,-355.03
189,-386.47,-355.99
190,-399.87,-356.83
191,-312.24,-357.09
192,-331.89,-357.94
193,-326.75,-358.23
194,-342.21,-359.02
195,-387.80,-360.32
196,-256.44,-360.70
197,-252.74,-361.08
198,-324.99,-361.69
199,-358.87,-363.10
200,-331.77,-364.08
201,-329.35,-364.47
202,-355.12,-365.08
203,-364.65,-364.77
204,-339.27,-364.81
205,-383.62,-365.09
206,-300.07,-364.38
207,-350.95,-364.53
208,-335.08,-364.02
209,-403.52,-364.33
210,-465.00,-364.71
211,-405.09,-365.79
212,-398.68,-366.43
213,-406.59,-366.68
214,-432.56,-367.22
215,-385.69,-366.90
216,-507.60,-368.48
217,-412.18,-368.80
218,-312.23,-367.52
219,-327.92,-366.56
220,-413.79,-366.85
221,-419.69,-367.19
222,-400.48,-366.50
223,-409.53,-367.31
224,-377.28,-367.76
225,-393.12,-368.21
226,-317.77,-365.77
227,-387.45,-366.20
228,-425.42,-366.42
229,-422.20,-367.69
230,-405.45,-368.46
231,-414.31,-368.84
232,-387.42,-369.29
233,-364.63,-369.36
234,-360.35,-369.20
235,-407.34,-369.67
236,-345.64,-370.42
237,-324.64,-371.18
238,-351.31,-371.88
239,-440.36,-373.12
240,-392.69,-374.55
241,-395.39,-374.97
242,-326.30,-373.40
243,-438.83,-374.40
244,-386.60,-373.61
245,-365.95,-373.11
246,-358.35,-372.70
247,-363.22,-372.33
248,-405.43,-373.21
249,-325.26,-372.87
250,-370.35,-373.05
251,-425.71,-373.45
252,-374.14,-373.62
253,-454.94,-374.62
254,-391.06,-375.26
255,-380.79,-375.63
256,-445.53,-376.55
257,-372.74,-377.26
258,-341.72,-377.36
259,-318.93,-377.18
260,-374.36,-377.23
261,-452.23,-378.12
262,-430.73,-378.95
263,-431.74,-379.22
264,-397.92,-378.52
265,-322.04,-377.51
266,-455.66,-378.79
267,-404.60,-379.87
268,-346.12,-379.69
269,-305.24,-379.72
270,-305.17,-379.08
271,-396.20,-377.95
272,-330.45,-377.60
273,-391.81,-377.09
274,-444.73,-376.49
275,-410.47,-376.52
276,-343.27,-376.22
277,-400.49,-376.75
278,-439.50,-377.55
279,-449.57,-378.22
280,-347.17,-378.17
281,-445.57,-378.70
282,-379.68,-379.50
283,-409.21,-380.02
284,-458.49,-380.89
285,-430.20,-381.57
286,-368.61,-381.37
287,-347.74,-381.02
288,-356.17,-380.04
289,-380.10,-379.98
290,-394.89,-379.93
