Episode,Average Reward
402,-348.6828223192516
403,-469.1286703792395
404,-310.79858500793597
405,-185.19503553889433
406,-477.46314013382494
407,-224.10238510102394
408,-389.7314630863807
409,-287.5903001668888
410,-157.56967514711917
411,-395.9116440852225
412,-431.9805089479154
413,-333.4631292110402
414,-387.95897253676276
415,-495.40176239801116
416,-512.724017069215
417,-443.6606668821267
418,-337.65157789895284
419,-380.64407891138745
420,-366.51620745853717
421,-325.672030730487
422,-672.401544539367
423,-136.7025619046537
424,-228.1569465035342
425,-129.4007638214306
426,-325.8763822110378
427,-413.5726540898958
428,-363.54615072528003
429,-345.13957163333896
430,-273.2760710397032
431,-337.387940917984
432,-391.54933919169866
433,-209.32694629974299
434,-279.674730610165
435,-354.963857451239
436,-347.29241219447124
437,-158.1114188570096
438,-161.1997848787027
439,-414.7313961931871
440,-268.12693713747467
441,-357.51980119196514
442,-286.7600910353324
443,-253.8869988765279
444,-150.70010024646263
445,-173.94338829132906
446,-473.98622044946086
447,-244.97068778739177
448,-223.96362741087339
449,-312.913647561486
450,-220.750707872087
451,-294.0130880579145
452,-188.66322990106994
453,-131.67926249898423
454,-151.55577623456531
455,-274.4191601375559
456,-309.14417304923086
457,-244.24441162104023
458,-186.76101001642365
459,-203.6254576114171
460,-256.3597038548093
461,-194.3321773814494
462,-336.0054353394036
463,-233.88923133287
464,-213.01610751636446
465,-51.61559475247583
466,-288.18319198498864
467,-77.89935702799107
468,-103.6213724941801
469,-132.1642478049714
470,-24.047823213211053
471,-192.58679181536655
472,-65.38229352230651
473,-158.68381164517078
474,-84.68187216983316
475,-26.57887757724187
476,-172.04455134615
477,-140.84737511082028
478,-144.4395861676691
479,-7.6686654025986485
480,-109.11637834804287
481,-409.0361892109298
482,-343.2195667475116
483,-314.15707442019766
484,-479.83759886340243
485,-421.1603533561028
486,-601.5469960053571
487,-571.0545154519035
488,-355.95574009888617
489,-676.1073187928487
490,-259.07713069383556
491,-416.08562457345215
492,-263.99758953633494
493,-122.6867282821746
494,0.592461294870887
495,-96.9892978968941
496,-233.2876916278648
497,-104.8102360892305
498,-237.15479470734735
499,-223.95174538586656
500,-97.5575288850698
