Episode,Average Reward
263,8.467781756706302
264,-11.079260661523959
265,24.181502301863553
266,26.442391973888675
267,-8.88388088938432
268,46.27306754562038
269,14.13833900232695
270,7.412688320872817
271,0.43971766291085146
272,0.16888472288060186
273,21.682058826303944
274,0.4920819913034308
275,-10.483968764547566
276,13.356107286675629
277,17.607609566121766
278,9.631978985881554
279,-2.2121681536598152
280,5.702169850902861
281,20.48704636860712
282,-6.493162591798445
283,17.47260880091036
284,14.901193077876576
285,21.043857765501823
286,41.476226313169846
287,-3.7600296065580294
288,16.77867676673031
289,18.25787553829442
290,11.121836771896563
291,13.350777790896881
292,37.81544281787335
293,4.5454627008543245
294,3.911246667107558
295,38.69918959319976
296,5.657983234036998
297,6.143412456549379
298,-4.125709542891097
299,9.54790964528631
300,15.356744855150165
301,8.892986721035355
302,28.88629864197324
303,14.294804673843203
304,49.59893966036623
305,23.205281748656503
306,40.00554178213738
307,38.86884091788791
308,12.077098480780213
309,17.74357876262639
310,22.943401245163766
311,29.899626457097973
312,19.502708054818626
313,43.47510973063347
314,54.33867342166402
315,24.479010978783784
316,23.71663351577377
317,4.567729356041957
318,7.212845619583101
319,1.2253166934004753
320,12.498875654697844
321,48.56920865012815
322,12.20639852329882
323,19.745064638459713
324,36.95502632305239
325,0.7372996018139191
326,7.050287321941276
327,43.424915590852095
328,27.041260683992153
329,4.709480259683001
330,4.1966742651454085
331,19.950371797055418
332,32.963883253884305
333,11.996929997380645
334,26.568717669454696
335,24.455404976575903
336,-10.254416707057464
337,40.35981957236847
338,21.20797733758602
339,33.452956459065426
340,32.64180253204588
341,39.44819687664861
342,68.44594938712846
343,54.4000132295429
344,36.19088710972814
345,31.495542596518057
346,34.259431180021934
347,8.558025286177074
348,33.7916477097243
349,38.595656144161026
350,41.30067547410856
351,-6.649850330290425
352,2.8057468433343735
353,13.597498230326455
354,31.990182631191836
355,14.282310078503889
356,60.51885205882583
357,22.441274378388748
358,16.84125309885019
359,26.091251646603702
360,34.40707913289014
361,26.653873587190525
362,5.065770430785467
363,61.453158476422345
364,37.676067561692925
365,42.82141372531459
366,22.723058412440764
367,40.33165429489719
368,47.7941698508735
369,10.517277455447427
370,38.408262298590564
371,26.007949064666825
372,44.80526994457041
373,29.19518892673518
374,19.22395265579579
375,39.96886458991011
376,14.698548229762888
377,20.80760484938478
378,35.892165126404855
379,36.462972214419
380,31.5175263014194
381,59.89133380952054
382,41.35106154241942
383,52.793010964111566
384,23.87623653408624
385,48.61379282659941
386,41.76291004178352
387,21.291192903598084
388,-11.684070644582743
389,30.14206541151396
390,29.212973667724306
391,22.95639545296739
392,40.99279690891386
393,54.071091788982514
394,60.74106214812608
395,71.60335655339284
396,51.30802763703598
397,48.76474804678602
398,50.530394757364036
399,44.307050679019724
400,65.1683047723719
401,28.422513786374406
402,77.55362705322986
403,50.763895938330585
404,30.55202194612978
405,63.79878448301419
406,41.49710642751393
407,39.03576753636061
408,31.58646648388619
409,1.6818917421621193
410,14.882177885419873
411,18.792548139757304
412,26.17586931151566
413,38.65096772031044
414,13.08103158516513
415,4.9545712311451275
416,15.761406653555165
417,47.60077771231902
418,3.903361460847955
419,-9.179497647804734
420,18.471797546719955
421,56.27578733914295
422,36.585916509318494
423,49.86575393051993
424,26.603760904808958
425,50.35488454157954
426,64.2761841489105
427,36.73065970007552
428,49.128387986357076
429,44.22793520503649
430,48.07886245585485
431,28.85512858149798
432,52.375606098869824
433,43.88905160135421
434,87.45343969463967
435,53.914405505480126
436,40.61781986229535
437,34.60861069498239
438,45.29462110392809
439,43.73168214237496
440,60.918506808478995
441,-29.32851238014576
442,40.14656878935797
443,41.90545705079794
444,57.698674078437264
445,42.10704027794832
446,71.36109733732097
447,37.337661921757885
448,61.769203163937775
449,56.03462908430148
450,63.98709530660282
451,38.06686931284108
452,44.8683062765493
453,64.22177937586741
454,61.60295462275477
455,52.459862656047356
456,54.375899710878706
457,64.31567878542897
458,58.22806253155288
459,33.05221387342523
460,50.433318462991544
461,60.846208095096095
462,50.80170397181675
463,75.06696190296228
464,38.55164139599924
465,48.71286141030849
466,59.05769029813971
467,52.52404879270948
468,52.81136983360837
469,35.42735053637881
470,44.7082467611138
471,56.4924174742952
472,43.52547966982893
473,37.72535473266147
474,44.45763837503197
475,74.28539548636363
476,74.28905602958301
477,58.59014062405079
478,30.48254488082486
479,23.493129642096978
480,53.03968295034325
481,30.917564952419195
482,23.227631793721745
483,23.683291059890273
484,56.71079202425081
485,56.30413616904601
486,56.03006706297357
487,49.80838828253973
488,58.515216338552534
489,41.10448658095129
490,36.55321660724453
491,19.100717433187025
492,43.647918046289824
493,63.86252695692683
494,63.40741475564047
495,-1.8125136011394236
496,15.024731815036414
497,51.40005339404138
498,66.52069410410381
499,50.427567795263045
500,48.45978244934734
