Agent 1,Agent 2
-25.928106220673726,-172.51466549105407
-118.90056799351811,-159.73264629050777
-12.175507055458839,-194.27151957204575
-66.95082123701978,-203.6323737141669
-63.60530969476696,-169.8071370317733
-11.204037325506375,-134.35566669972482
-134.366113789597,-142.82772745787193
-18.553907927744653,-200.6080372021399
-72.7212449704632,-185.17707393421247
-50.744621716421875,-157.85773101647416
-121.11894036346366,-127.84719954554123
-60.66652687001174,-154.02336756860745
-14.470369396615007,-149.21601994445734
-13.891073782385044,-157.012809179974
-50.1491970969629,-132.28645350907533
-26.914839840131343,-157.72577857144128
-11.950752762761683,-189.40817892881077
-36.831243451119555,-85.1364546285634
-2.5580171180504414,-203.6739024045022
-66.86391982132916,-249.44619912573805
-38.11869917012342,-149.4947272868227
-43.655961424573164,-222.48604696375503
-40.06785137826222,-171.3485803434333
3.913618596886869,-121.13652621700037
-78.57666345277995,-103.23934565083326
-16.0520086375624,-122.55479081315406
-38.06362903017946,-197.45417353378016
-58.77314333675664,-159.5186569064572
-47.24079289242774,-185.94127975266173
-53.73138231827229,-198.94736251797931
-231.98134289277763,-155.58585779234969
-210.91943798133207,-117.80609555681005
-12.196018842834363,-125.44615473126362
-131.38122776624576,-152.9192035253766
-17.59205998420376,-163.68251149260394
12.329351448690321,-178.94389767745886
-11.035872084383177,-139.53773590375152
-14.546711630961132,-135.72752349475851
-173.68133764480476,-199.17178293597652
-138.43301544056425,-130.4072467329491
-37.16066222522961,-123.55468981057373
-36.62900530637543,-137.57243343289545
-38.31526877183148,-183.56812190374364
6.160304337170577,-131.57239975779845
-17.131090824049462,-112.66662695326113
-42.28651292537166,-177.9504553856224
4.76807533759243,-188.27798604609035
-34.19342099857995,-181.06814033746014
-14.74152474042587,-122.98784364295736
-2.1102324020516625,-198.97890989901848
-39.54173865051293,-116.0467023116778
42.36768174540939,-142.93063149632462
-13.43577177712517,-152.4523116230654
15.573845821453993,-118.26260110948049
16.914559454651098,-132.4847751149836
-11.535838672704127,-121.8041633364307
-31.548805107929542,-105.79896721314205
-22.5360546121686,-135.66287704452014
-14.279349959903683,-192.26609682312463
6.427998595633582,-111.4115741696315
-101.53539944085632,-121.10596559035397
-20.665577300989003,-98.64121581530189
-111.1304065601493,-112.35895326916227
-48.24894732532,-111.70565179879718
-206.08471099114456,-120.17779742316125
-37.83878495982767,-124.52956063088034
-22.615208683963754,-142.87984988821484
3.4570925770281113,-171.45602805842742
22.2197617128542,-141.90113451055046
-75.15770774684661,-158.11507855211977
-19.46385963941686,-153.10587580439937
-111.91949619137851,-150.1710999210808
-35.18289657195607,-134.20584743263183
-2.334282010971652,-112.83087899533582
0.14836791653581521,-130.5679921920679
-119.56811801946915,-156.70951007866026
-39.011218602633654,-131.1665671458173
-17.14477566439312,-156.54505266401318
-127.43818049604661,-117.3760405255488
-11.07516389123056,-122.00928758501982
-11.836455935366766,-74.76778442304841
-48.498733311862416,-111.90682199358253
-13.648003005305057,-138.15034652551833
-201.10723149894156,-109.75838979257284
-75.91963361652466,-90.99794440953053
-43.1740428138962,-95.22333428361222
-144.35251923865928,-92.62291139913033
-83.41209530577453,-121.19857963033226
-26.76537647681458,-89.16761145663446
-10.310072235215987,-193.1223693887019
10.71382958418287,-126.8721541079765
-37.80254324523676,-157.65778379900212
-18.327111178927794,-123.29919411084636
-9.266873774665193,-137.32122149854004
-52.822354213641525,-96.87583076233767
-7.772288286575108,-135.77236508883462
-22.226540533629052,-102.1953729875096
17.565096886398813,-122.28303549114467
-56.65125177691357,-114.28350890972926
-7.134505487483182,-161.12528714634954
12.63036733196352,-127.06861162624321
15.655578001383043,-108.03485252326546
-20.228822123380585,-152.8821140419309
-4.182404059878908,-98.43593317808028
-7.479405877374637,-145.08640136287568
-18.622931126338027,-105.15881491617176
-12.628892820154517,-92.49347133046433
-36.188950981175985,-119.43384770131809
-79.25060557676184,-106.07470000894173
-123.14204976882273,-127.48722187938625
-27.721305417189008,-83.35556208814876
6.116431128496345,-104.29028203951526
6.6982678688571395,-181.8329284524172
27.94686049619172,-96.15128920667124
11.747232882630737,-124.92263377229807
-28.94878936660767,-86.58298952398083
-15.879569487337665,-138.03767214604636
1.5216730946962205,-170.68351007224808
-27.14060586340365,-83.94564243023112
-104.80105265995553,-90.70670753738253
-86.41136791615708,-106.09817409901724
38.24637277660248,-150.6885151411926
-121.56288330594359,-123.99140079278295
13.523409011777273,-96.33341391846164
15.011736186293177,-117.03596371751385
11.770837520628474,-127.40579418233366
-32.72498855079243,-145.58271569718863
7.976879956430189,-143.60960071427803
-7.6805648142224925,-103.59685588523219
-32.21012880293048,-120.72155828204508
10.837436771949793,-94.09574706613988
-57.329900143176346,-88.22036893789577
-48.88967611030788,-100.03193797092688
12.558448393380504,-112.34850148620811
39.990672363210365,-95.9419824749237
6.7892529675704,-118.72580801177054
-39.9476144153347,-90.82223666132197
-49.46003409272822,-201.30707662092658
-70.83027430236068,-90.38426268057451
11.285316702074098,-145.2929659950101
20.2685158786823,-65.31801212539139
15.986380513385726,-87.84422468053603
23.24245999460792,-70.70418733479448
18.658503739729042,-90.84929692459575
-2.2724845643058256,-84.40324948837754
-47.88430840150306,-92.63889267916053
-60.79524678050454,-104.20769468632074
-27.366582156672884,-81.40220473304349
12.288685648202115,-108.24328957630642
-4.95178711190046,-78.0408648870929
-24.486951258619726,-83.71218799324146
21.75945653164517,-132.47059913439637
-7.087875429227028,-59.539693966584686
-9.658512065777824,-71.48362429124924
-52.12568781761071,-101.35073156877303
23.995142458506912,-105.64843057536959
-30.475842485058877,-79.01062338978433
-28.22976985064787,-103.89971860011397
25.222952998962423,-109.79931185480532
15.945562491633218,-79.99019960136984
-47.25109363668113,-54.93389755305465
5.80043997050551,-84.94434092636054
7.702908831226619,-109.34807878436956
-10.896817758266863,-84.20835583817474
-4.251420649025986,-52.08909536160994
-10.18188267470968,-165.204254529962
18.446972001458157,-76.2696372065632
-159.2973900142243,-90.31248297385027
-65.69978801449435,-89.50348843804161
-12.3702346260588,-91.87463115715488
1.1562378128731907,-79.88209804579904
-12.957044546602969,-88.62910668859834
1.341829118334208,-58.06922720619726
-40.86917314128468,-55.158187456505175
-18.220078438477152,-103.53858421410655
4.618778711364739,-84.84778734786875
9.106431389854466,-78.6458388677907
-64.94276168802399,-84.43993491245416
10.970688097525125,-118.33419819303828
-4.842732368073208,-75.58024758756751
25.377808181651357,-113.04953231885808
7.658398464805771,-67.92158095676888
-14.16701619704417,-72.24805923235958
-5.88680107509756,-77.5255585355894
4.944008056327083,-101.44102851316403
-2.260791229822823,-92.06306350657557
12.166339921897974,-45.49216631169577
35.78608366547557,-50.57644444085422
7.695813742964967,-109.46830403425291
13.681648695307889,-92.25398317895097
28.050100990635666,-91.84452615574503
42.20752648207166,-114.71924553898391
-29.170028725407736,-53.16808665920057
-72.14597613459689,-73.36628768895896
22.14845707974203,-73.20212530618768
-11.82894352238163,-70.87730757497714
-55.70963671480092,-81.66927748802004
-178.58915245310425,-76.75302565709859
5.803404475206809,-89.2679159258065
29.51360510629732,-83.24890822001835
19.927857207256967,-74.79019878723228
2.1125108702020037,-60.89746383741256
-10.435644970448706,-111.70057445624482
50.64087097657044,-83.92454343170449
-4.485622937332824,-65.99750857632355
15.093235311891727,-98.69670658935064
17.037421124201774,-39.79920539597436
-64.18078055760006,-63.1716925239819
23.592408382653467,-138.52822799151102
-27.097213017562364,-56.23308941932376
-173.2804071489205,-63.04100794883954
-5.263675700935319,-90.56763743012628
1.594561364026574,-76.1691649288855
-7.418661507155487,-70.30744322787062
35.01483947758606,-73.86534758354998
74.70457031568905,-70.9247456144808
-2.533949654257073,-70.91687177040697
-149.21502799727568,-86.44741644755558
-10.385616381444592,-70.15696226404316
-10.306987325056488,-111.54065214837475
0.3453579243140922,-72.99840276253904
28.020422918623304,-103.76394333593335
-73.48415522583589,-61.80831415505119
-8.44154306077603,-55.85651219076973
-13.766107931212776,-121.52975784993367
-8.199808366759797,-89.17249664748786
8.674036401602491,-79.37436512280519
-105.58121565775444,-80.37933779219856
-68.12092055503267,-52.46338497723358
-42.9127550738153,-51.39243324452669
-10.794122162117239,-138.03525263450783
22.199034411873033,-118.09787590213271
8.13964310136888,-72.6627625267732
30.80999883129166,-71.89260294074528
23.843124970565086,-59.43845867215836
17.99135866193178,-70.36439652381318
-31.215066488550057,-89.76408354347008
-98.26250795867404,-91.70133886339838
-229.4511817290745,-52.42536597238984
23.53107960758944,-131.35110323236236
-4.23917440673316,-56.95997631669452
18.43249156003456,-84.80778744071549
-21.439965554706284,-73.24132007672839
17.257724518346155,-60.35678126465838
27.751229736484976,-46.77439400924935
35.98935492966389,-81.11142953419102
27.897906712475184,-50.68655717910755
40.12569079335299,-80.00998659557786
6.558190395180188,-105.67086216160128
-48.83789729792463,-62.49403996480446
25.54474691054038,-80.8891063076393
-4.539753245812269,-55.66395037698569
5.44723385712205,-57.91926797700133
27.135934460815403,-99.05554529200518
89.65506382345052,-78.428079600442
-1.9023861592814224,-94.69040647937395
0.9580955798353924,-48.43118354151998
1.6473073697388187,-52.54734185855854
12.737317954902064,-78.44156950323834
8.998263509822818,-60.321049691205936
7.086060094799777,-44.91859359632348
-67.577461472854,-138.85260166837236
-34.99051185737663,-60.85121553457874
-78.84332447248562,-65.57993780130599
-93.38457804770817,-78.71784149099788
32.333701582768995,-64.06956770809802
-5.179987344344044,-51.12735996490393
-11.431384941230988,-74.56702789518974
-2.7663170264301975,-64.12707247275351
-65.3568259850579,-46.603730336813534
9.524690023969534,-63.83644838162984
-52.83187398105157,-102.89684824236268
-141.52994678417744,-40.79272259747029
-68.15721007370973,-191.78434633255094
-30.755222643351082,-141.6008907225744
14.433204932133497,-103.55288446054107
19.693416427030204,-120.80323328019317
-97.80757233857825,-65.88833236516113
43.8507078383797,-52.15665113397885
30.468544165873784,-91.4457429879142
16.505789667812156,-38.58070373643827
25.578697268577304,-53.654776340575644
30.880205532895232,-44.40048053473182
25.000331164255964,-72.3321419944186
-123.92004455988906,-142.8328805228838
75.43817889649392,-136.0970262116098
-0.7444035244304121,-79.05388959691365
13.364867344654613,-68.79397768029683
32.89704432703005,-67.44372670932094
-67.89077894543217,-94.98856824775
44.19177000980223,-73.49708747299479
-6.288420338810529,-101.4822573686225
