Episode,Average Reward
204,-133.0282909684652
205,-107.35901971940403
206,-82.15083276610943
207,-117.67366258563627
208,-88.21085055824497
209,-99.2213858558639
210,-139.31660714201294
211,-103.22351331375229
212,-135.29159747559333
213,-116.70622336327013
214,-72.77985201261559
215,-138.59692062373446
216,-109.58097256494229
217,-128.94915945233782
218,-104.30117636644802
219,-124.48306995450244
220,-107.3449472193096
221,-81.84319467053618
222,-85.45194148117952
223,-91.21782530301911
224,-92.32030920578632
225,-100.67946584578623
226,-60.98384903984147
227,-103.11595976127632
228,-158.1550594735336
229,-93.80671322847306
230,-133.0710041941641
231,-105.70821586084776
232,-58.61145381005675
233,-90.90800455180661
234,-69.30339972535823
235,-117.75890128197982
236,-109.14590012160693
237,-116.59103632254474
238,-126.3393724181258
239,-193.78360034256366
240,-164.36276676907107
241,-68.82108678704898
242,-142.15021564581116
243,-90.63728573840385
244,-83.30727311438427
245,-75.28680399406736
246,-75.13711756285983
247,-186.42656029039063
248,-134.42013108675667
249,-80.35767601790167
250,-87.10071936963544
251,-110.94169533778756
252,-62.70604771031394
253,-64.8988588886553
254,-110.11848415549703
255,-91.75495535424896
256,-107.63078066802004
257,-68.86468419169161
258,-100.54457115053506
259,-77.79422048109537
260,-50.28147487545762
261,-82.9440417000953
262,-51.34437764401325
263,-57.78510783016625
264,-66.67000100456741
265,-68.6738861605358
266,-79.09946582834436
267,-103.27272339151415
268,-52.49178778699896
269,-111.32068251560514
270,-59.653396558145445
271,-111.74467991465579
272,-79.97729956205859
273,-163.1312542071529
274,-81.184172795354
275,-82.74752928608929
276,-83.99946774069966
277,-59.840686398848135
278,-116.63639314948318
279,-86.28486772190811
280,-131.04529805622965
281,-84.69437200229395
282,-57.582580503153736
283,-65.20981213776604
284,-138.1388140490647
285,-85.08889287422548
286,-86.84491416420315
287,-122.40711051079771
288,-66.54222573812518
289,-43.30212017920759
290,-80.20277765272247
291,-75.89917476541169
292,-155.4328106457572
293,-83.4587890130276
294,-69.1986885487542
295,-118.4877153188948
296,-102.3053374680534
297,-57.96649396672452
298,-101.71622081195895
299,-58.07916226189681
300,-97.73016352211944
301,-70.81315264488708
302,-73.29404763660261
303,-74.8490924879896
304,-71.77232668770486
305,-62.210956760569324
306,-52.35896930237293
307,-85.46738034332142
308,-84.12989631691636
309,-57.21912214713984
310,-46.189637260941204
311,-86.55546808265574
312,-51.30916861897959
313,-76.28290362012515
314,-61.8908730212549
315,-52.561182075309425
316,-77.81139934124704
317,-92.66265279285179
318,-125.3146358241045
319,-55.53843375266888
320,-49.08692545550946
321,-87.56733029178004
322,-34.10221435523976
323,-56.587700444833665
324,-57.76588944529425
325,-76.95862081669202
326,-84.58091848877594
327,-55.543124146817384
328,-97.75388009866903
329,-96.25477100758715
330,-56.22107118229506
331,-122.77714204936328
332,-41.405002453342185
333,-51.01211376561034
334,-57.817478330852595
335,-89.15385212399053
336,-67.81636037892392
337,-55.63871034972734
338,-76.46584354248778
339,-41.62915514709504
340,-72.77513454053606
341,-74.46080704061738
342,-49.8950265464138
343,-27.97565505585667
344,-55.96827752210007
345,-65.38492553832833
346,-125.3835553568274
347,-80.6072684914676
348,-67.00382464646799
349,-22.524748123354545
350,-35.92892208357515
351,-23.73086367009328
352,-36.09539659243335
353,-43.337867026341684
354,-70.2616005403318
355,-82.50147073341265
356,-54.38439344485819
357,-47.97730196405215
358,-41.496325999496676
359,-54.09956962593059
360,-55.3555713013756
361,-33.31378469790586
362,-40.571068178513535
363,-76.73820969319186
364,-40.82664405843134
365,-54.7432329374216
366,-66.06474422538092
367,-42.28817942792145
368,-32.022318554868306
369,-51.092495594867884
370,-39.571950477927516
371,-50.82258497657147
372,-47.5525867982208
373,-28.170258005317965
374,-87.69306860233583
375,-28.911332602552523
376,-124.80493649403729
377,-77.60163822626798
378,-52.12243289160684
379,-39.36293011646293
380,-50.79307561760066
381,-28.363699043931526
382,-48.013680298894926
383,-60.87933132629185
384,-40.114504318252
385,-34.76970373896812
386,-74.69134830023907
387,-53.681755047756575
388,-40.211489977820364
389,-43.83586206860336
390,-30.131591245981554
391,-43.20753771470187
392,-41.70617980534348
393,-48.248510228418475
394,-47.1619273681992
395,-16.6629131948989
396,-7.395180387689322
397,-50.88624514564397
398,-39.286167241821545
399,-31.89721258255468
400,-36.25585952845613
401,-41.16905769230415
402,-72.75613191177793
403,-25.526834113222826
404,-41.35312554867939
405,-68.68945710141048
406,-127.67108905510142
407,-41.73225572529985
408,-26.867651556860515
409,-27.43117078998766
410,-29.39247648360528
411,-61.068109713346765
412,-16.641836227567026
413,-35.24156575682819
414,-41.801735638729454
415,-11.380892135886294
416,-63.67623654079098
417,-57.46790980442877
418,-41.665151218443064
419,-118.16070754888001
420,-47.9156565655308
421,-37.28730178242946
422,-38.863052367513056
423,-19.42525405298196
424,1.8899123506041278
425,-36.72541071233202
426,-117.83122222241563
427,-40.271289322743876
428,-60.923819736715615
429,-36.32652241911248
430,-37.87176020865502
431,-67.64623469044355
432,-32.14902762577288
433,-67.64793289057323
434,-48.68615250712383
435,-35.35016436060135
436,-92.9802767249765
437,-60.29215276613313
438,-47.152594159170995
439,-74.41468739831254
440,-47.94942074512984
441,-32.26155971270216
442,-20.541302054726806
443,-17.797666850796638
444,-26.1865189309407
445,-60.489575016010065
446,-94.9819234110362
447,-140.93827385073217
448,-53.91001181238646
449,-30.599575361713843
450,-33.18764794034046
451,-47.34064281571733
452,-21.549528373156114
453,-9.511582136382186
454,-22.561037302263564
455,-11.394325233316184
456,-19.942147901112435
457,-49.556335883210544
458,-55.66596863136454
459,-27.672179698549456
460,-30.10185181139898
461,-26.23601705993964
462,-35.959805415594886
463,5.613492111504257
464,-48.296396319327684
465,-23.736543980842292
466,-25.45001724440986
467,-32.85212577416814
468,-25.661393090691558
469,-18.916266750761853
470,-103.21503157061318
471,-47.92086369597769
472,-72.2116311368958
473,-86.05120976935302
474,-15.867933062664513
475,-28.153673654623987
476,-42.99920641821036
477,-33.446694749591856
478,-55.98027816093571
479,-27.155879178830155
480,-77.86436111170713
481,-91.16133469082386
482,-129.97077820313035
483,-86.17805668296275
484,-44.55983976420379
485,-50.554908426581484
486,-81.8479523518697
487,-4.152971647799575
488,-30.48859941102021
489,-11.037457034313055
490,-14.03803953599917
491,-6.760137500918294
492,-23.66590541508132
493,-133.37646254138645
494,-30.32942365755794
495,-39.89914656067203
496,-27.71455516782111
497,-17.273341191145445
498,-81.43967359659109
499,-14.652658731596283
500,-53.88533885371651
