Episode,Average Reward
219,-172.4709890564496
220,-149.04297310132654
221,-147.73866737921676
222,-151.21850445436584
223,-165.33843401038317
224,-133.16544568036701
225,-141.18231509374516
226,-193.2679534741044
227,-185.59278491723012
228,-155.07085437385373
229,-165.71503486132966
230,-207.99591514770842
231,-147.64980796883887
232,-169.53036081037416
233,-171.85821414800674
234,-145.6156947353417
235,-136.7031180546151
236,-182.0241770848301
237,-182.5124720375189
238,-155.8864535854955
239,-177.89036241520637
240,-170.4020031894875
241,-145.0913741353598
242,-144.61928669434664
243,-137.9428305536731
244,-138.39344155341692
245,-145.91577172526448
246,-148.67757952375285
247,-189.14861249674405
248,-165.50749346542526
249,-211.79372146242648
250,-194.4685822836003
251,-203.97583358451104
252,-192.65484736881885
253,-144.9408003046448
254,-139.33993808993634
255,-144.7397609765927
256,-178.8108158170759
257,-187.1995654038849
258,-148.2120693253856
259,-142.48042333265965
260,-144.493521274651
261,-126.77412136149798
262,-148.54622459061005
263,-138.81900086475957
264,-154.90092311716273
265,-146.24631646339367
266,-158.24664190065678
267,-153.63661979421218
268,-156.04180641668356
269,-140.81372363629262
270,-150.7405095224233
271,-158.89426945338315
272,-122.65568462468417
273,-133.75006723148314
274,-117.16198099720783
275,-145.79906429734953
276,-159.55787924329277
277,-137.58668125426752
278,-143.76307114950296
279,-144.6280251223402
280,-141.02816400569057
281,-144.26701224469534
282,-137.2168444845533
283,-125.24679605910954
284,-142.66096288697278
285,-127.0497793239824
286,-151.58308051384344
287,-142.00891345128613
288,-130.71669986133463
289,-135.18051840960825
290,-154.31923517381242
291,-124.24579233002753
292,-133.80401035101275
293,-136.53019507831073
294,-139.6569314480092
295,-131.6850986062304
296,-153.57431694416638
297,-145.89840099180458
298,-131.3492859226243
299,-156.66601409543136
300,-159.76470013430742
301,-135.66136497402547
302,-124.07731580816274
303,-149.56774442493546
304,-134.3142475468233
305,-116.0499875022645
306,-160.10847365702247
307,-134.8139834113127
308,-149.57709733338916
309,-141.83216278870114
310,-154.27045026943082
311,-129.39338795767313
312,-127.5527904492554
313,-118.47254636565698
314,-130.84945537343262
315,-146.7167100448261
316,-147.25478344634777
317,-151.97112876140628
318,-156.22375360994127
319,-127.4914239370806
320,-136.3914932862701
321,-155.94467991267817
322,-155.17864717009155
323,-137.0233035544376
324,-142.32256340302496
325,-150.5641945977008
326,-134.20887445054282
327,-119.74977349878428
328,-142.85398775145995
329,-129.21043865961434
330,-128.9884188627636
331,-163.0287329004375
332,-143.00889322660979
333,-132.72516065583883
334,-137.22698444977186
335,-129.827299081473
336,-149.56352296843247
337,-106.60336525290438
338,-138.29312207860443
339,-137.97934003751
340,-114.27176485202453
341,-127.17449929231543
342,-181.95992252596523
343,-133.75984168722354
344,-121.02825814572385
345,-114.77899799052261
346,-132.0356441710832
347,-125.28293872721916
348,-124.81264651867474
349,-124.84535334657342
350,-107.89912545310979
351,-126.7792204440838
352,-148.7987524145523
353,-134.89184364629207
354,-153.25499577618604
355,-110.84650849964537
356,-121.35764532651773
357,-125.34411073481692
358,-94.13156447496095
359,-116.96282535582405
360,-142.50343538915797
361,-114.21835152593536
362,-157.251890966966
363,-97.8353634093683
364,-134.21690104182719
365,-99.8390719343755
366,-126.2041929613578
367,-128.3089602993173
368,-135.72535904036758
369,-107.2376159793219
370,-118.72087537769652
371,-126.66477977195366
372,-107.06280290016328
373,-142.1113089031638
374,-122.71670155475304
375,-108.10085025669828
376,-143.5957720700013
377,-136.3429188267351
378,-133.63069843114826
379,-108.91120437917243
380,-114.5046485093918
381,-102.28785419057556
382,-136.09270597780025
383,-136.46864849247365
384,-115.14186914783646
385,-101.78535408211509
386,-141.26881418593848
387,-103.4866698075353
388,-108.54248722949302
389,-116.79410159590377
390,-117.72625281915727
391,-127.56473489510857
392,-91.61584850623815
393,-174.3671157491201
394,-115.02795875837096
395,-116.30766203097683
396,-110.26870446203611
397,-117.84127550031849
398,-125.31256121764126
399,-99.53685848180747
400,-117.70516148698009
401,-124.35201329411613
402,-129.71808200367397
403,-121.33492513300111
404,-130.524645129156
405,-104.24678772970246
406,-141.74309602961463
407,-119.17434953359856
408,-121.49697361852658
409,-131.8276412789674
410,-93.03230481665418
411,-127.33011087920114
412,-122.2178211505118
413,-120.18410852207806
414,-105.63660781056707
415,-141.66309956689096
416,-130.37590340492605
417,-98.47302098513295
418,-107.60030998501112
419,-113.45026405953729
420,-138.33676657950227
421,-129.84657887671113
422,-157.40260028539655
423,-111.13964292804918
424,-136.11638521194368
425,-124.45487083633857
426,-165.85899873615932
427,-127.95634451057377
428,-105.98690850199772
429,-118.02857289091743
430,-102.28387238508462
431,-143.40430696686948
432,-130.00786365828296
433,-111.12164202215911
434,-97.89874098410128
435,-86.64800504602601
436,-107.0152941823576
437,-91.50635768799519
438,-113.408344801484
439,-173.68554526474134
440,-130.81397192722306
441,-105.90038308403537
442,-113.53648036856505
443,-123.37198208316342
444,-149.78043737310273
445,-138.751810466933
446,-149.65597393112589
447,-126.07198466701108
448,-95.32251375627301
449,-118.61676976925503
450,-145.53282513882857
451,-164.41962352021957
452,-133.72602156543246
453,-120.47718382621706
454,-131.07718611466763
455,-115.80861766000426
456,-124.69614603531967
457,-116.07686079650465
458,-97.23216369314974
459,-162.97233058672634
460,-118.71553785731929
461,-140.30157348306125
462,-94.78047147263852
463,-144.72980830873533
464,-151.48400868962105
465,-111.11343025495374
466,-136.79816778745632
467,-134.4318889040783
468,-105.25469767105368
469,-94.9173615178624
470,-104.74863849732482
471,-150.13145856230366
472,-140.343592718679
473,-122.85802129548152
474,-118.76168310130312
475,-121.00781933257201
476,-131.6926764226246
477,-121.3263929592302
478,-103.23925642977275
479,-111.50126071059707
480,-100.3940450185752
481,-159.15302307363032
482,-117.05432990700524
483,-109.9389550865526
484,-102.20937409500796
485,-87.21887492110186
486,-150.69807426975345
487,-128.2554661821519
488,-130.40854881000269
489,-139.19939135084732
490,-131.1461962785236
491,-184.62984445093517
492,-108.0814636096316
493,-80.15336475436338
494,-146.18946158070096
495,-102.24243154983388
496,-125.5626897431617
497,-106.65323758712913
498,-93.12314105288738
499,-117.38151326191678
500,-114.07294906169004
