Update,Timestep,Rolling_Avg_Reward
0,2048,-185.63
1,4096,-184.82
2,6144,-182.70
3,8192,-182.23
4,10240,-183.55
5,12288,-181.98
6,14336,-179.86
7,16384,-183.67
8,18432,-188.99
9,20480,-188.18
10,22528,-189.02
11,24576,-187.91
12,26624,-182.16
13,28672,-178.03
14,30720,-175.39
15,32768,-175.06
16,34816,-172.85
17,36864,-181.06
18,38912,-180.28
19,40960,-178.86
20,43008,-179.56
21,45056,-179.37
22,47104,-175.00
