Agent 1,Agent 2
-116.10749498997096,-115.10318241927048
-397.33055064877937,-177.6430795999588
-249.33524386962307,-104.0605109602404
-78.37814048165004,-78.7869802248863
-246.91901402684772,-110.02455885117818
-345.4445133250702,-421.316811194143
-549.7941974698257,-311.3019507145652
-57.523662648353465,-204.6907263984179
-98.80742710006187,-168.15310470874226
-334.85866810723894,-365.81170311412285
-86.22796581322136,-70.80294605020484
-310.60642444563075,-89.43596492009232
-181.2051901220496,-159.03830875653426
-31.72895818868676,-123.92469191300354
-118.13709213827985,-360.3619135760573
-139.43408746549053,-232.18710497691197
-68.20881353224696,-337.6590230863412
-70.35149321934952,-365.68198658873274
-113.97332526363427,-89.57675016659039
-115.79851040284831,-112.39545021007811
-129.61143981917206,-142.86010077379723
-352.5278853941388,-104.36102061985115
-70.08497834734992,-551.3571499900198
-249.6304635937012,-579.0039001729119
-102.21447468059183,-199.0164264918114
-112.39654344577615,-90.16512959965611
-102.54387877644761,-108.07926534646407
-248.1166709097336,-247.9496957523542
-430.18194297332883,-286.2567001814947
-389.48081111180954,-133.76075559081727
-152.30490589520633,-144.2840702361086
-95.09710652199342,-83.81275687732844
-345.02663823096964,-316.5461516339308
-192.02163308467965,-412.23819070076905
-342.1708838039907,-253.083201589552
-425.48421428054615,-131.91075455702992
-158.73483157904877,-217.7536952800103
-255.05349087277966,-306.1834595656195
-211.95204146922174,-93.552953940948
-78.27601740488633,-226.00939916659746
-268.3034980576256,-100.06973832025199
-119.73673620037198,-170.11725572324465
-283.2513520049325,-36.20443841704169
-98.355239864513,-53.88134833422389
-112.35251641409802,-287.12354098961896
-102.0968772927993,-437.7506808514801
-311.30121762188645,-451.1849442253479
-170.68773741417385,-274.520273654411
-396.63041983644416,-395.6109182432732
-82.20480030367838,-287.0466199336172
-39.38320082037221,-28.738645070230035
-369.36128085889925,-83.72585584244571
-135.76523034915766,-156.19749474676996
-294.1772087305649,-202.0623418500318
-432.54072856070184,-572.5759687942417
-164.9578732927534,-88.72718735378591
-129.4991634412998,-548.9748616513102
-372.3870860354479,-133.00262634369705
-61.97448666456697,-340.53531772137137
-106.59070608279904,-200.09834307864762
-330.4650302001482,-448.74317947534007
-83.39439789687529,-360.28036733825087
-95.86922537655896,-384.7582717119921
-65.17142670604721,-130.53983093816916
-120.29666632953925,-223.783411561236
-272.851293150943,-337.46821649270726
-188.73108259474816,34.96495456628702
-80.3671333906209,-173.53455995346803
-233.15416187684733,-584.2044369142343
-217.81295256631344,-278.38841659772606
-158.5129464165538,-67.29590517412726
-266.5307542257109,-349.196758700946
-435.2703808124081,-329.3845933327694
-133.94238993030018,-175.91886699400425
-328.6434128003333,-114.35274748059629
-252.00467699963565,-117.17282928188243
-534.5972177405574,-504.89779408145836
-109.23744627212481,-285.7438416072673
-342.6746348642331,-96.73448997244937
-196.10529676093128,-136.6973055559073
-188.27924573841943,-83.9059345030295
-91.90069529227141,-128.51747614828568
-84.51922641215951,-161.2331058666216
-298.7961271685662,-346.79254427168496
-496.216767335612,-129.55374015927967
-195.99102199406127,-184.38642285006858
-489.04807972184005,-370.1857323623145
-311.9843352006421,-93.52157309208353
-353.50461237965607,-216.2274490736375
-238.54760179111776,-91.70489391710937
-286.73405066390933,-257.9984851848741
-188.11132325535868,-496.2025341743561
-120.73662131944306,-183.24750292417488
-433.2671448493287,-537.2197918736813
-248.648462612212,-98.92634999300375
-241.91142169221277,-215.0537505184709
-139.98662794840308,-207.12681670545373
-117.5174066869773,-509.09799758371855
-475.3384549796068,-82.53895841701888
-389.7108912448977,-90.57058691429735
-340.08112749958093,-240.01756439495284
-488.98066367639007,-155.69859908689722
-66.54235405799386,-28.01180348156724
-477.5257276404004,-226.8848017334462
-351.1543582639833,-77.73194639491041
-74.01391710436009,-289.9704281503537
-263.44988930477825,-416.02082233746535
-174.85470466516017,-112.69448516197278
-294.8835681248097,-374.7072183874112
-208.89135626362417,-443.5068532229606
-102.04202276519831,-108.25293725698896
-30.726960407123585,-75.24061024376513
-176.17226200155005,-282.1976530970579
-84.39324137228503,-386.59378758979506
-139.20064331989227,-110.76454047946153
-565.0158851338076,-152.45178474583383
-128.60437415251084,-226.25950793824012
-470.4128486783105,-101.96491347700528
-355.8387045137059,-278.464738414372
-107.2651031971707,-90.18566983667151
-174.01404547155772,-76.8673240799581
-365.17947608324454,-303.7232739563377
-278.23008346324843,-217.02839765388063
-105.0913555824175,-266.4882879428165
-117.93042189811885,-110.30228203048355
-72.31471977742984,-129.1376580931171
-177.52763883514731,-71.62178539964796
-150.26177031612303,-64.16281537390127
-297.89087265506186,-99.9148189955073
-182.43799209498718,-23.53932841127734
-88.84172289525411,-252.73367437104187
-447.827422845382,-64.93848197185737
-446.6449710560133,-436.93582529137205
-61.21509014374162,48.502841516951506
-550.6949461615592,-48.270467823048705
-106.24551874288544,-607.9009886885481
-202.37476740770407,-337.6449935100829
-264.2583934308489,-81.73173990401017
-73.24240840031464,-197.455571037926
-420.2106944829591,-56.422996626525205
-74.62760669797588,-234.16641490609445
-168.79475386063868,-134.16672860216013
-59.63918160867827,-262.40972654670156
-112.91678285856553,-200.11242914355523
-284.81389209235675,-47.659841504534825
-389.63877503303866,-67.51784313159206
-349.74810617248914,-402.1015281151019
-141.39333641763258,-531.2420671131633
-293.67779291596287,-359.8493856302141
-119.41218449711383,-345.8956954763564
-80.62788776035316,-483.517344222761
-96.96442099495162,-444.6699515635549
-216.08226425635462,-210.02711117974223
-281.0466138375234,-349.85104522899906
-112.53364748819557,-218.7559230989112
-542.4073729557864,-117.04890979051146
-177.0663205383454,-381.850770999014
-304.7943599327489,-254.4514440441239
-269.5253421501317,-477.03845048954224
-257.5304182298803,-98.89546817807879
-125.7039816135259,-534.0733469995683
-116.49823024961174,-55.92123855888102
-135.3193552357473,-57.71403599723736
-271.19736415716164,-407.2306375408631
-342.0336879940835,-352.16220693514134
-139.32172710024537,-75.84998412676069
-370.72715289563814,-288.09161538176716
-240.76508338587598,-183.4778861109122
54.32790584579598,-378.8867884253264
-139.10008882717472,-141.0516860333801
-62.72230924951588,-103.3024603389654
-62.7550703310456,-427.288156134278
-236.7992726272911,-334.6579133768404
-104.37696129188721,-146.8158914381765
-102.37522527536261,-127.01790912250773
-329.6279402344019,-100.68703275140633
-157.52563486942142,-122.49995561748155
-194.07399874947544,-248.6044116042969
-120.7654014875142,-238.54984786622921
-106.78495918435733,-81.27953392920082
-190.75223431232928,-388.26191080714716
-94.53728862593255,-158.05430684247
-329.79476933729427,-318.6688036038721
-276.18419467006925,-166.40691981081727
-140.3961275688486,-280.27519406032127
-160.20038720544972,-72.78034837046009
-66.68686958048096,-198.76922196753563
-283.20901057019813,-75.97876567107078
-102.41794860000724,-314.9968027618334
-294.52661409920404,-554.0612708139288
-348.4788124871852,-350.0587430671855
-94.26614717968499,-371.64527394670444
-23.621996014934723,-70.43097937087374
-189.56744406710618,-96.31535747247854
-421.9680061667864,-288.50553721188135
-153.779224904364,-33.330477475059524
-122.21429903024541,-20.161402489589236
-436.72058008841867,-497.2463010353679
-144.99005904237526,-414.70452171227566
-156.01550273956218,-236.16519427250603
-104.59667144707971,-192.54655341694553
-254.90399889679946,-177.13475108236952
-461.0823139477148,-117.12053976186942
-493.3939225910088,-383.8471109331309
-107.50436759255385,-108.0216872718566
-367.34760470822044,-190.91115625645426
-232.3553034804486,-67.236237644482
-72.19410251709847,-188.6470300464584
-343.1868536904043,-177.39681216681043
-237.9843782436168,-188.85905309000714
-92.22782034790595,-288.11267040993425
-92.169706977792,-68.3058068406684
-359.0928188375248,-378.57448780726173
-127.71425475366544,-81.21484813979869
-442.3613379616943,-318.8657131046159
-175.99808023838216,-335.81335858269637
-231.57088547398402,-408.716075214025
-70.35478666578483,-57.11507910816594
-182.29321205416062,-218.5806336150728
-69.20603452330238,-106.32726005641123
-344.19183766719306,-536.7442472120728
-112.08821518921047,-372.93088339514543
-134.11269090999252,-415.1821240577724
-112.37686312573749,-300.74392658859756
-70.21474705837375,-238.0404065861916
-426.6126456931469,-237.2618483152772
-142.87370806523563,-32.409803614863904
-137.29106302233225,-348.06631918734934
-320.0182587760034,-48.45406061299015
-419.2771104164139,-427.21884287698015
-300.22220383709197,-151.1445769925228
-194.76743395098435,-84.33012628905293
-228.1825259550472,-296.92373943928703
-154.85229928199817,-475.9915626320977
-139.75316267080186,-370.0544588599269
-327.16328893041646,-277.7787201246475
-109.51185026877127,-425.2564520534977
-29.50653613698009,-236.81636617553585
-179.56070368972294,-241.72088979670053
-140.44221076353296,-669.4343720268323
-279.0083604812885,-319.77507977761456
-66.40863197610858,-76.7369750636667
-188.27722127808,-552.8966167359363
-330.5861497390168,-371.28784352030027
-312.2253827019382,-75.96601627115663
-70.69153451852543,-343.82459085770756
-104.92892574985731,-492.3235198527938
-123.7421600211569,-416.7354030097855
-164.74753347395216,-325.4501655839959
-400.91386995351615,-3.349175757606588
-359.5701900452098,-564.5611291936901
-171.59418495291126,-261.6282374268131
-82.2659627457399,-27.746557252371943
-112.31549685686156,-302.62720040485783
-433.72139159039324,-460.77193141190526
-287.6381131414397,-67.56624145723065
-155.64777586091816,-359.3794625312
-133.70851174550035,-462.51792828670114
-341.98293184595536,-207.44786340619814
-107.02701018133374,-377.33805533190446
-97.08595317497587,-123.8918407191283
-331.5254199715081,-103.4263578180502
-98.87038881981769,-49.25401943734986
-55.952534449636126,-228.56454577794892
-115.9331807892394,-226.93290326618677
-17.323028164327738,-298.701507568416
-121.04747557434537,-49.02150538050249
-143.46524156376478,-350.86163774255795
-167.2518050900417,-91.9124565147298
-61.693428384294975,-85.00741953836456
-329.12886231256243,-42.52871859559626
-83.05913518308645,-478.6839471560661
-67.97769034687045,-230.2223347731968
-379.29626252661143,-401.21548068781215
-106.99097486413474,-87.56158872216557
-143.0464386195984,-270.17916623971587
-130.81430218659605,-80.75872490834753
-130.4240999908341,-84.70369469185201
-160.95248490675522,-288.5203861987453
-124.60160818315182,-358.79437758856255
-118.7593970574365,-147.39009773196847
-174.10292160743342,-8.787383707154646
-134.35615420115332,-46.34366466992992
-105.6564582635265,-171.58061592458023
-27.45425815990508,-405.7654286081711
-92.03322199229049,-481.16134949130065
-117.88950788512413,-242.84067098066768
-170.47306878971642,-645.2517856741306
-310.7491510290141,-101.51933073231339
-48.463914264838486,-9.86133360060424
-103.72199767718463,-72.03017643218038
-348.81595017904533,-171.90253551332415
-137.06583973782148,-507.05507074793366
-141.60891035909458,-426.12450012282386
-75.76094684687544,-458.64599098847873
-404.10319189961746,-233.58247287265743
-95.16840797602138,-309.9514110542229
-40.73111043012619,-169.34269204204298
-265.47406436787617,-492.21672739755905
-218.48706588121036,-50.30348173505007
-178.9228605313296,-133.68976829021108
-90.03311088196786,-75.42222926871226
-75.809606110008,-88.75953248436836
-174.50011618395317,-272.75210317323825
-149.272862892915,-282.0401043246223
-63.82913684155119,-478.5439786877918
-219.91083937733345,-339.04742263922697
-84.40912102148278,-88.85457100279385
-89.55907172949834,-376.06080739385163
-309.76410266507173,-198.67744328596348
98.03289453546553,-495.5163537647107
-135.23688693470686,-49.11941299998585
-293.2668539826033,-533.1117416917606
-204.54158878006547,-253.77476108245872
-95.68533442533894,-412.8861371055683
-329.34110997306993,-474.7812061711401
10.036767776967565,-87.18972564787717
-170.72428581131214,-57.987705513382544
-92.67632946595758,-211.50851185377536
-91.43065412209519,-448.69623005902747
-9.914389282569246,-253.88436641329477
-362.11714971834954,-254.29706399949453
-165.03732006072227,-596.1693567786434
-103.78030504745495,-270.43213788267525
-206.16216298902708,-393.51265983296315
-135.1543619846173,-90.81307787320395
-136.74891832236648,-413.0995729442265
-141.6257562741711,-133.55207608339498
-76.02164781862888,-65.4030095252042
-135.64669112961386,-340.36336522364104
-148.38385627218747,-370.88844112869714
-132.766449250179,-226.68485914100495
-137.4065729959239,-356.644437671625
-266.69103438258435,-109.50074821590177
-113.06994215076163,-382.1599166497769
-559.0083722654408,-327.15683533756726
-215.44190814206905,-277.32739367261104
-284.6072476195252,-469.2494617522559
-97.29698366019247,-63.87747749112317
-186.92936465327864,-442.8711193401611
-105.35611445406654,-459.2782822732935
-101.48995916854999,-250.22738148067526
-76.13860313252053,-349.0110714800819
-96.56444529737387,-241.48497610801343
-142.2572358178873,-446.23330945805105
-134.61730210019476,-142.9825514178253
-60.54919936800684,-166.0370825895841
-109.59721441900155,-187.50870029618778
-258.03167339564425,-252.41758185273483
-439.9420321306545,-437.77163841855264
-264.1838334416755,-63.729643022694454
-42.951994128549565,-215.642724724112
-119.46959293183271,-323.27502121572036
-133.96328599964846,-324.7697628908852
-110.837275150624,-135.32657658571358
-140.73229533748386,-255.09621321868048
-206.4177675450684,-137.07523151715588
-119.83274057859882,-102.47040419069528
-81.67626414896223,-371.75444195693893
30.928245574897282,-180.36107679376687
-30.268420027249633,-73.28700118424526
-112.99089859961319,-112.43109120734583
-97.12171344417298,-380.9228246181923
-550.1971673903039,-252.35022241758887
-117.64725007588237,-96.7657991435812
-34.69060169517053,-49.44887242147195
-105.67476542477081,-265.1376526662422
-131.0296307702904,-65.9422785840447
-85.26353048237308,-43.174994466696816
-57.23174326997254,-326.150419536468
-82.61480009063916,-316.3426760007444
-307.5828814495303,-107.62541975486441
-361.3360568224154,-376.5530460087723
-114.5640269308248,-373.3626079725878
-26.177170342560885,-200.86004209402324
-115.98823337156522,-445.6336219206692
-91.73825598778207,-76.71411006377095
-74.51569201847121,-273.76864561567993
-157.6370259725755,-63.258039555429264
-246.89454610998408,-271.0885454501615
-69.29272812698807,-234.99688263755812
-365.9352794429264,-450.3685118218198
-485.76238218201684,-305.0008327946671
-242.06605391766206,-132.95833429703737
-386.8241282329872,-389.8784477245666
-250.1693626219253,-73.30628029420674
-36.44815007051926,-42.79584497249655
-335.57762939925726,-404.65159843937823
-394.6339069700645,-129.95306318166237
-108.69993835417225,-312.3493684297517
-289.0316107994938,-132.46847449095839
-276.7783653467775,-107.13227697724685
-66.81852885304275,-147.65217396054078
-164.97687082877673,-302.6958081146429
-108.39366487776347,-181.919524658745
-258.44683859535064,-114.89316786322547
-112.58870143459363,-429.76121979414125
-109.69787864402943,-85.84114369662475
-143.91713802963915,-135.33281272478075
-34.360067206033364,-118.33935125803943
-97.31060003341342,-323.1571985888771
-60.17611454489261,-39.66458905318498
-490.74159319669394,-57.746172196341995
-62.49664678550266,-76.33585933442816
-130.0524351884066,-281.2965261592607
-115.33519569173703,-314.37981826064254
-246.73475925334304,-386.1515474936298
-152.16125383675563,-111.9694373486742
-216.288632392983,-78.89187115482127
-186.9179767158173,-76.15902110556726
-131.20518004087384,-152.26705907239227
-285.4813635163565,-176.65268204128805
-110.59890010976979,-137.3358889242749
-687.6247972388115,-21.23709198118995
-332.36349715439997,-411.6412024704415
-205.6356198142862,-428.17083273146375
-133.29417140770815,-330.75487423367144
-145.40629116784658,-37.03764328420671
-95.94047672163319,-154.78960399928988
-93.11261505751835,-395.8333753143794
-357.70071458034704,-333.5454931394096
-216.34548778956588,-100.83263668777249
-208.26899785134,-308.5550821423838
-119.7345554304612,-80.06449026319063
-52.397667306244536,-61.93312626359699
-339.3213824294681,-101.4521041183486
-148.00934715531554,-172.40357124132987
-174.7133559886667,-207.26490644759582
-112.70274962802708,-397.7612800397627
-244.95027237753897,-370.0172402537277
-188.44484608676493,-475.7105182759425
-159.05562466509502,-466.7858992601652
-45.4221510346503,-161.70901584130803
-203.50298750480005,-252.86958493461847
-106.93684405001532,-66.58546317769321
-432.0383530985915,-262.6323008658941
-393.7064334040701,-194.8934432430475
-183.0997925236035,-136.90139558030106
-129.620706051523,-109.85770674896645
-159.70946496398727,-255.26315659724614
-162.6827289089156,-376.8821105115797
-258.09450702850006,-107.98641849690189
-161.71069788752322,-232.2518130578137
-51.407392278162874,-78.1398272657945
-194.75350519545705,-329.25936159243076
-96.33037837294619,-53.4960235486307
-102.80823163436601,-348.1727545560834
-330.72091563533047,-96.1996118545929
-300.25783124490283,-246.2320878884717
-162.96243936831232,-403.4838540760596
-115.45029947052782,-178.49242914014636
-102.32048269241015,-70.12032270786662
-149.51266740080933,-145.69176644695287
-69.23273078246599,-197.4725086107149
-78.68292432184711,-92.69414992420796
-66.77938904351416,-135.87597335498867
-219.0562075094972,-331.9212469004891
-602.8778859920615,-257.96542318439344
-122.4918506882281,-557.0829098324397
-113.32834470334444,-33.123924068896
-256.4817894839524,-85.34185045238239
-152.37160516452298,-362.102166338494
-100.59309871787798,-51.894031328386625
-313.9114007650205,-351.6265133871942
-181.5450360481277,-218.1216590674756
-100.41741019122827,-151.09443837381144
-97.27995944587606,-139.2318343429431
-257.83622839627276,-94.44261947970053
-611.8162366421606,-132.39713961275947
-360.5435153176068,-262.11348043882253
-133.59731368476258,-172.18064080177166
-9.70295387178658,-381.6844856781332
-381.5060709473249,-178.42225179280223
-775.5963154036222,-122.29159386120348
-379.4107973285257,-105.35769669561404
-308.2646845829331,-185.56601771787913
-300.6466362824989,-76.57430250576517
-214.51940837618707,-159.16665338451742
-242.53875525928925,-86.23893289066
-437.60156284672746,-95.54005803291678
-293.9086719260477,-57.117119586382444
-521.9285066511575,-213.23687879687168
-495.7836576739032,-70.14046687993242
-642.7566862021503,-229.68363258508353
-12.136201626321565,-109.31004343472057
-393.9248338788685,-60.73449956841691
-258.4616803950378,-117.5274796249687
-246.1587141989735,-258.78803069594335
-563.0187289068357,-270.66949519094896
-508.54390785100776,-102.3013278414324
-311.10799381404377,-81.65665137771123
-519.0114011838264,-72.55728100204672
-78.57866427218221,-313.42920628025104
-270.49465150243793,-368.6593842116688
-234.36781310297394,-329.55005956766826
-229.27107670828332,-209.03412904831788
-462.96695879742015,-426.6736649777566
-203.51317794117887,-431.04804684533434
-135.66805574241516,-7.124121122371903
-159.55550121896172,-363.24394163217914
-137.53856086841944,-102.56921141242397
-338.0826531214657,-70.35313680051678
-178.61666420006082,-457.54662025365536
-194.92674658865857,-75.55849426161481
-195.97011357155932,-201.26337108108686
-135.4245294279447,-57.71482979458974
-20.995866858894445,-409.1012135051349
-387.80661413830705,-401.4253123693225
-89.3341580932749,-192.5878831961146
-468.9959360330714,-371.6731588046715
-157.08478089672417,-116.92425637448068
-92.03828442484739,-242.06954168024913
-140.72931142892403,-157.88220390179833
-453.3127600834172,-6.701472049214374
-157.44566657673084,-47.79329953227286
-210.5732497381117,-87.73825533021318
-53.9350333150299,-180.6107657722607
-215.1189445288364,-82.33154043867533
-397.0977088088732,-318.29624371522107
-206.9539805873916,-75.2889372752078
-77.09346401081794,-103.8731088766471
-93.73750396633739,-62.16362087339381
-82.806367915249,-295.990737844995
-165.6806204898933,-39.751756267308814
-227.80681375279727,-137.07330852620257
-151.97879331593683,-140.07683543894285
-412.48797374362346,-57.37125729710573
-111.81929469075874,-340.3874498751625
-202.84325938861303,-541.5301277548954
-147.68418597298313,-105.24117732866016
-284.1829633407263,-203.471284412703
-62.33837420795326,-405.8751060432527
-103.81165600533046,-119.13737971442103
-124.990605560191,-450.1037067185898
-156.59492041902456,-264.3610217895004
-301.6095587874664,-233.96107838152838
-201.3678468631092,-152.83131700733236
-69.36507215510633,-95.28986443531294
-557.9981073054823,-147.8717100987384
-121.13709906677252,11.509757783456195
-323.91792700367773,-140.2800225350734
-94.30620579708298,-101.78979532334704
-79.23759310581661,-15.631636331799399
-222.90419087452273,-160.05665041669397
-173.13031544324906,-514.1733387648808
-48.29880292590768,-385.2093823924305
-324.75892781276855,-206.1444462178021
-69.82717942982866,-278.98263810428955
-159.13718394789794,-496.68323861335904
-253.16605217178972,-268.2676828722558
-94.65881048411948,-223.4766066506731
-110.14671867547793,-405.37283850191545
-74.02736936974424,-271.1720461436354
-126.37629995034484,-269.2662597204597
-593.253930958205,-308.3953112214657
-150.0032165897817,-132.84189432897736
-57.27079981961573,-295.37308079604486
-289.48247883944396,-397.2177858208214
-61.03931079100364,-276.02393018696466
-264.2915913399624,-86.07365412779741
-89.0928767383404,-201.4330153207439
-84.46861143476241,-78.6656515127835
-431.84174394745867,8.916870179840117
-143.9271031357881,-95.86624479719192
-208.98845786360835,-128.51510452067544
-105.52885494839127,-423.69232305844406
-549.5522707947623,-159.4892368289631
-239.80608454031727,-112.42782771042765
-557.7301840894679,-241.68671983889342
-279.9639579582897,-79.8263117286022
-603.1746112906176,-365.4545056842005
-496.1101971316902,-240.7041631017611
-170.6693693219781,-216.08243255860077
-190.32812738176398,-329.7447274468933
-474.7007438833559,-372.0281307195665
-91.80033091926398,-251.39785399795286
-698.4525630176139,-138.06270360041268
-583.3339201063591,-448.14030832065015
-181.3128404535386,-91.32632615924624
-68.67342194118322,-162.03216503725298
-168.35207225648128,-554.7946158472494
-602.1045094326012,-179.2428572661998
-681.3434246426626,-94.78601423129464
-192.51671201331862,-73.19936171795526
-319.2759088903497,-153.91873036008332
-97.49777286034414,-92.00307546054985
-123.15886118291728,-31.326968686887042
-289.71980492814896,-373.8201812499883
-488.1310287837259,-310.96041159683875
-381.06919329930054,-407.2223804150756
-230.78816196107223,-171.03080027533724
-44.98548925742941,-466.45369053975094
-98.72798138052259,-237.16821732210585
-555.1737032791024,-76.04736494640377
-30.234163405494755,-418.61644436380345
-499.3284055031714,-76.30465941051276
