Update,Timestep,Rolling_Avg_Reward
284,583680,-33.45
285,585728,-32.64
286,587776,-32.55
287,589824,-32.94
288,591872,-32.34
289,593920,-30.24
290,595968,-29.26
291,598016,-28.62
292,600064,-28.35
293,602112,-27.33
294,604160,-27.40
295,606208,-26.21
296,608256,-24.16
297,610304,-22.61
298,612352,-18.71
299,614400,-19.30
300,616448,-18.53
301,618496,-22.48
302,620544,-20.59
303,622592,-19.46
304,624640,-16.18
305,626688,-14.51
306,628736,-12.89
307,630784,-10.65
308,632832,-7.48
309,634880,-6.86
310,636928,-3.80
311,638976,-5.22
312,641024,-6.19
313,643072,-5.66
314,645120,-6.05
315,647168,-4.93
316,649216,-5.01
317,651264,-4.95
318,653312,-7.14
319,655360,-6.27
320,657408,-5.91
321,659456,-4.36
322,661504,-2.29
323,663552,-1.64
324,665600,-4.00
325,667648,-0.98
326,669696,-2.98
327,671744,-6.31
328,673792,-4.83
329,675840,-4.50
330,677888,-6.40
331,679936,-8.18
332,681984,-7.84
333,684032,-9.67
334,686080,-9.78
335,688128,-10.63
336,690176,-11.27
337,692224,-10.64
338,694272,-8.31
339,696320,-8.11
340,698368,-6.76
341,700416,-4.57
342,702464,-2.09
343,704512,-2.19
344,706560,-5.25
345,708608,-4.00
346,710656,-4.02
347,712704,-6.05
348,714752,-5.48
349,716800,-5.71
350,718848,-4.66
351,720896,-4.22
352,722944,-2.77
353,724992,-5.73
354,727040,-6.29
355,729088,-3.79
356,731136,-4.47
357,733184,-3.71
358,735232,-0.57
359,737280,1.56
360,739328,3.21
361,741376,2.56
362,743424,5.49
363,745472,7.45
364,747520,10.05
365,749568,12.07
366,751616,13.17
367,753664,17.20
368,755712,18.17
369,757760,17.81
370,759808,18.84
371,761856,21.11
372,763904,22.59
373,765952,22.20
374,768000,23.97
375,770048,27.00
376,772096,24.46
377,774144,24.23
378,776192,27.11
379,778240,29.21
380,780288,24.16
381,782336,22.04
382,784384,20.59
383,786432,18.23
384,788480,18.60
385,790528,19.94
386,792576,13.98
387,794624,13.21
388,796672,12.54
389,798720,11.51
390,800768,10.86
391,802816,8.54
392,804864,7.71
393,806912,9.73
394,808960,11.45
395,811008,10.36
396,813056,9.69
397,815104,9.90
398,817152,11.51
399,819200,10.16
400,821248,11.08
401,823296,12.21
402,825344,14.03
403,827392,11.19
404,829440,13.81
405,831488,14.96
406,833536,16.88
407,835584,20.71
408,837632,20.83
409,839680,16.56
410,841728,16.05
411,843776,21.79
412,845824,24.83
413,847872,27.80
414,849920,26.29
415,851968,27.43
416,854016,29.65
417,856064,32.43
418,858112,31.72
419,860160,35.59
420,862208,39.94
421,864256,40.57
422,866304,38.98
423,868352,41.10
424,870400,42.23
425,872448,44.75
426,874496,44.47
427,876544,43.35
428,878592,45.00
429,880640,47.10
430,882688,47.56
431,884736,49.02
432,886784,47.97
433,888832,48.34
434,890880,50.75
435,892928,52.22
436,894976,51.70
437,897024,52.32
438,899072,49.75
439,901120,51.37
440,903168,53.42
441,905216,53.92
442,907264,50.11
443,909312,51.50
444,911360,51.62
445,913408,51.38
446,915456,51.27
447,917504,52.13
448,919552,52.60
449,921600,53.44
450,923648,53.56
451,925696,53.80
452,927744,54.25
453,929792,54.55
454,931840,54.61
455,933888,56.45
456,935936,56.60
457,937984,57.47
458,940032,58.08
459,942080,57.56
460,944128,58.79
461,946176,61.56
462,948224,61.43
463,950272,60.64
464,952320,60.96
465,954368,59.03
466,956416,60.16
467,958464,60.57
468,960512,63.24
469,962560,64.36
470,964608,62.76
471,966656,62.05
472,968704,63.00
473,970752,64.61
474,972800,64.24
475,974848,64.57
476,976896,66.35
477,978944,67.46
478,980992,69.17
479,983040,69.50
480,985088,67.50
481,987136,68.71
482,989184,68.56
483,991232,68.97
484,993280,70.29
485,995328,70.67
486,997376,70.97
487,999424,69.29
488,1001472,69.13
489,1003520,69.04
490,1005568,69.87
491,1007616,70.90
492,1009664,70.88
493,1011712,71.29
494,1013760,71.04
495,1015808,69.43
496,1017856,71.84
497,1019904,69.99
498,1021952,70.49
499,1024000,71.06
500,1026048,72.56
501,1028096,72.22
502,1030144,74.05
503,1032192,72.95
504,1034240,72.52
505,1036288,69.66
506,1038336,69.70
507,1040384,68.57
508,1042432,68.41
509,1044480,67.41
510,1046528,66.36
511,1048576,67.68
512,1050624,67.26
513,1052672,67.94
514,1054720,68.32
515,1056768,65.91
516,1058816,66.59
517,1060864,67.26
518,1062912,67.49
519,1064960,69.43
520,1067008,69.41
521,1069056,68.33
522,1071104,68.46
523,1073152,69.77
524,1075200,69.39
525,1077248,67.60
526,1079296,69.53
527,1081344,68.43
528,1083392,69.72
529,1085440,69.75
530,1087488,70.45
531,1089536,70.18
532,1091584,70.31
533,1093632,70.10
534,1095680,68.62
535,1097728,67.84
536,1099776,68.51
537,1101824,68.09
538,1103872,68.00
539,1105920,65.96
540,1107968,67.49
541,1110016,69.96
542,1112064,66.52
543,1114112,69.73
544,1116160,70.36
545,1118208,76.33
546,1120256,76.01
547,1122304,78.52
548,1124352,83.38
549,1126400,81.02
550,1128448,81.96
551,1130496,79.63
552,1132544,80.28
553,1134592,82.38
554,1136640,85.97
555,1138688,84.25
556,1140736,83.93
557,1142784,79.38
558,1144832,75.53
559,1146880,78.02
560,1148928,80.48
561,1150976,81.79
562,1153024,81.46
563,1155072,80.85
564,1157120,80.88
565,1159168,81.95
566,1161216,83.77
567,1163264,91.50
568,1165312,89.85
569,1167360,90.88
570,1169408,95.43
571,1171456,98.54
572,1173504,102.87
573,1175552,106.27
574,1177600,105.56
575,1179648,101.13
576,1181696,94.91
577,1183744,100.29
578,1185792,100.52
579,1187840,105.10
580,1189888,103.64
581,1191936,103.64
582,1193984,104.27
583,1196032,100.18
584,1198080,96.35
585,1200128,100.99
586,1202176,105.38
587,1204224,106.19
588,1206272,107.87
589,1208320,113.33
590,1210368,116.48
591,1212416,111.92
592,1214464,113.24
593,1216512,115.00
594,1218560,113.61
595,1220608,112.30
596,1222656,111.34
597,1224704,110.56
598,1226752,114.17
599,1228800,120.02
600,1230848,123.04
601,1232896,111.18
602,1234944,111.05
603,1236992,110.17
604,1239040,110.61
605,1241088,109.07
606,1243136,110.22
607,1245184,107.08
608,1247232,108.06
609,1249280,106.38
610,1251328,103.82
611,1253376,104.73
612,1255424,108.36
613,1257472,105.63
614,1259520,102.50
615,1261568,99.20
616,1263616,100.56
617,1265664,99.28
618,1267712,100.42
619,1269760,103.02
620,1271808,103.48
621,1273856,104.29
622,1275904,108.31
623,1277952,104.24
624,1280000,105.68
625,1282048,105.66
626,1284096,102.16
627,1286144,103.87
628,1288192,106.35
629,1290240,108.95
630,1292288,113.60
631,1294336,116.36
632,1296384,116.19
633,1298432,108.25
634,1300480,109.07
635,1302528,99.71
636,1304576,98.21
637,1306624,95.90
638,1308672,94.62
639,1310720,90.57
640,1312768,92.84
641,1314816,92.06
642,1316864,88.49
643,1318912,87.08
644,1320960,87.50
645,1323008,85.79
646,1325056,85.61
647,1327104,83.45
648,1329152,85.34
649,1331200,91.41
650,1333248,97.44
651,1335296,96.74
652,1337344,99.77
653,1339392,98.25
654,1341440,97.75
655,1343488,95.23
656,1345536,97.84
657,1347584,97.51
658,1349632,92.84
659,1351680,93.52
660,1353728,98.42
661,1355776,97.18
662,1357824,100.60
663,1359872,100.10
664,1361920,103.33
665,1363968,100.89
666,1366016,101.81
667,1368064,97.60
668,1370112,101.61
669,1372160,102.52
670,1374208,103.90
671,1376256,102.65
672,1378304,104.46
673,1380352,101.34
674,1382400,100.15
675,1384448,102.77
676,1386496,105.41
677,1388544,106.28
678,1390592,107.69
679,1392640,103.71
680,1394688,104.07
681,1396736,104.12
682,1398784,101.09
683,1400832,102.20
684,1402880,93.02
685,1404928,89.66
686,1406976,90.26
687,1409024,91.60
688,1411072,94.27
689,1413120,90.22
690,1415168,92.78
691,1417216,88.65
692,1419264,88.90
693,1421312,90.83
694,1423360,91.80
695,1425408,88.58
696,1427456,91.64
697,1429504,89.68
698,1431552,93.53
699,1433600,93.80
700,1435648,93.42
701,1437696,87.29
702,1439744,91.75
703,1441792,93.14
704,1443840,96.33
705,1445888,92.14
706,1447936,95.63
707,1449984,92.75
708,1452032,96.32
709,1454080,93.85
710,1456128,93.22
711,1458176,99.20
712,1460224,97.94
713,1462272,98.83
714,1464320,100.28
715,1466368,106.67
716,1468416,107.13
717,1470464,107.95
718,1472512,107.86
719,1474560,107.81
720,1476608,106.06
721,1478656,106.32
722,1480704,101.54
723,1482752,108.17
724,1484800,112.83
725,1486848,110.10
726,1488896,110.55
727,1490944,108.96
728,1492992,111.75
729,1495040,109.07
730,1497088,108.75
731,1499136,111.10
732,1501184,105.22
733,1503232,104.13
734,1505280,101.82
735,1507328,110.68
736,1509376,115.08
737,1511424,117.20
738,1513472,118.72
739,1515520,112.16
740,1517568,109.10
741,1519616,115.18
742,1521664,114.51
743,1523712,117.47
744,1525760,117.30
745,1527808,115.86
746,1529856,113.70
747,1531904,110.76
748,1533952,118.00
749,1536000,124.84
750,1538048,122.85
751,1540096,116.70
752,1542144,115.92
753,1544192,112.01
754,1546240,109.56
755,1548288,116.94
756,1550336,128.35
757,1552384,116.69
758,1554432,110.24
759,1556480,103.80
760,1558528,104.17
761,1560576,105.27
762,1562624,100.29
763,1564672,98.72
764,1566720,99.76
765,1568768,100.97
766,1570816,107.02
767,1572864,103.20
768,1574912,105.72
769,1576960,102.22
770,1579008,107.43
771,1581056,106.80
772,1583104,102.63
773,1585152,105.27
774,1587200,106.57
775,1589248,107.55
776,1591296,111.25
777,1593344,112.34
778,1595392,110.00
779,1597440,116.06
780,1599488,108.79
781,1601536,105.81
782,1603584,105.73
783,1605632,110.21
784,1607680,114.65
785,1609728,117.79
786,1611776,126.37
787,1613824,128.28
788,1615872,131.19
789,1617920,128.40
790,1619968,127.45
791,1622016,128.74
792,1624064,135.77
793,1626112,139.56
794,1628160,133.87
795,1630208,136.89
796,1632256,134.99
797,1634304,135.86
798,1636352,136.31
799,1638400,137.24
800,1640448,143.58
801,1642496,145.83
802,1644544,149.24
803,1646592,142.01
804,1648640,146.26
805,1650688,144.56
806,1652736,137.00
807,1654784,133.88
808,1656832,138.97
809,1658880,142.37
810,1660928,140.33
811,1662976,140.06
812,1665024,138.64
813,1667072,150.09
814,1669120,149.94
815,1671168,147.10
816,1673216,141.72
817,1675264,135.27
818,1677312,132.35
819,1679360,136.83
820,1681408,138.39
821,1683456,135.16
822,1685504,131.73
823,1687552,124.31
824,1689600,120.40
825,1691648,115.16
826,1693696,118.48
827,1695744,119.30
828,1697792,114.82
829,1699840,110.00
830,1701888,111.14
831,1703936,110.57
832,1705984,107.28
833,1708032,110.37
834,1710080,107.54
835,1712128,107.51
836,1714176,99.85
837,1716224,96.58
838,1718272,95.85
839,1720320,96.14
840,1722368,94.00
841,1724416,90.82
842,1726464,85.97
843,1728512,82.80
844,1730560,78.85
845,1732608,82.64
846,1734656,87.31
847,1736704,84.19
848,1738752,77.38
849,1740800,74.62
850,1742848,80.11
851,1744896,84.47
852,1746944,86.09
853,1748992,85.47
854,1751040,87.78
855,1753088,90.54
856,1755136,94.88
857,1757184,96.70
858,1759232,104.86
859,1761280,109.68
860,1763328,110.39
861,1765376,114.31
862,1767424,119.20
863,1769472,124.13
864,1771520,132.15
865,1773568,139.23
866,1775616,145.51
867,1777664,152.65
868,1779712,157.50
869,1781760,160.70
870,1783808,162.47
871,1785856,158.54
872,1787904,156.46
873,1789952,162.83
874,1792000,151.04
875,1794048,151.51
876,1796096,150.05
877,1798144,150.31
878,1800192,144.82
879,1802240,141.68
880,1804288,147.79
881,1806336,143.40
882,1808384,146.11
883,1810432,146.09
884,1812480,143.03
885,1814528,146.45
886,1816576,140.64
887,1818624,140.17
888,1820672,150.43
889,1822720,153.22
890,1824768,149.94
891,1826816,152.50
892,1828864,151.13
893,1830912,154.38
894,1832960,153.31
895,1835008,156.33
896,1837056,160.18
897,1839104,162.87
898,1841152,170.31
899,1843200,174.86
900,1845248,175.24
901,1847296,177.45
902,1849344,174.79
903,1851392,174.48
904,1853440,172.12
905,1855488,171.41
906,1857536,177.50
907,1859584,174.84
908,1861632,178.61
909,1863680,175.60
910,1865728,172.89
911,1867776,171.21
912,1869824,174.97
913,1871872,171.32
914,1873920,171.35
915,1875968,169.92
916,1878016,168.79
917,1880064,166.01
918,1882112,159.45
919,1884160,160.24
920,1886208,159.94
921,1888256,162.86
922,1890304,158.60
923,1892352,158.23
924,1894400,161.41
925,1896448,160.66
926,1898496,159.28
927,1900544,162.62
928,1902592,161.70
929,1904640,165.71
930,1906688,171.63
931,1908736,175.30
932,1910784,169.45
933,1912832,166.08
934,1914880,170.03
935,1916928,171.65
936,1918976,173.81
937,1921024,175.29
938,1923072,175.36
939,1925120,177.57
940,1927168,178.94
941,1929216,169.46
942,1931264,171.01
943,1933312,169.49
944,1935360,167.62
945,1937408,165.29
946,1939456,159.00
947,1941504,161.63
948,1943552,164.95
949,1945600,165.66
950,1947648,166.31
951,1949696,167.91
952,1951744,173.85
953,1953792,179.53
954,1955840,178.42
955,1957888,181.40
956,1959936,186.34
957,1961984,195.69
958,1964032,191.12
959,1966080,196.90
960,1968128,198.77
961,1970176,195.15
962,1972224,197.01
963,1974272,194.58
964,1976320,188.92
965,1978368,186.51
966,1980416,180.11
967,1982464,173.82
968,1984512,176.00
969,1986560,175.37
970,1988608,175.99
971,1990656,179.69
972,1992704,181.21
973,1994752,180.94
974,1996800,185.25
975,1998848,178.39
976,2000896,185.43
977,2002944,182.71
978,2004992,187.58
979,2007040,191.23
980,2009088,195.22
981,2011136,194.66
982,2013184,193.35
983,2015232,192.62
984,2017280,183.37
985,2019328,183.98
986,2021376,187.57
987,2023424,176.65
988,2025472,180.14
989,2027520,179.04
990,2029568,178.05
991,2031616,173.62
992,2033664,174.66
993,2035712,180.38
994,2037760,179.84
995,2039808,179.01
996,2041856,178.98
997,2043904,177.38
998,2045952,173.90
999,2048000,173.72
