Agent 1,Agent 2,Agent 3,Agent 4,Agent 5,Agent 6,Agent 7,Agent 8,Agent 9,Agent 10
-479.8775418895483,-552.5758968770692,-116.03882355360825,-379.6090956240614,-186.61609383357703,-110.44590298996229,-190.95055861177124,-421.46619585677706,-442.17213676933574,-125.6123996687889
-130.7233167324688,-243.8847298223054,-299.93977001006476,-166.02560558797143,-102.48692529733887,-99.1839040064759,-190.08627019774895,-75.88322397181956,-459.2713598929419,-73.8605310479532
-178.83638140356393,-102.20440093856894,-119.05307585967267,-132.4889442819174,-43.92833168731602,-120.74126344701574,-161.05098671254575,-68.73960357431544,-284.2836677195252,-128.54600772692305
-154.0542255630652,-349.32678196694906,-283.04419453025383,-488.02239510472464,-370.7864844364792,-110.0756979845711,-110.00443727351794,-68.67231969252111,-367.28804248465104,-226.80148566229403
-251.8981565504261,-157.60064352013768,-305.4481062103239,-177.22788079117078,-295.33162779048723,-48.456222920842634,-331.3560966776598,-121.19516489961536,-314.74593128069273,-315.01653482493816
-103.8214922939835,-489.51575154687373,-99.07629565180589,-215.72949270515292,-60.8415296319412,-75.85556118041481,-270.3560898778645,-96.69967514953231,-119.54955197011549,-95.19492190671791
-226.50185303108992,-80.70706405720767,-83.18077667814927,-19.639146859049717,-22.860561934178662,-3.936024461257972,-218.46400240662732,-338.0714772637783,-385.2353003433949,-245.81852436508126
-203.7745162031505,-227.4762174469842,-213.37992217312686,-72.89174345966833,-178.00241769815912,-142.2513934026436,-92.91043988227398,-298.9178380063512,-291.4606289952188,-139.3865672466533
-85.27921293318153,-172.72553498463185,-144.25541785563775,-115.81914070929933,-115.1545644087999,-69.93648920863521,-176.98574363520925,-153.5558820048801,-180.46507272832093,-173.50058106168655
-129.92933469266143,-323.51993604233917,-194.1229863723226,-30.582568364606104,-487.3194201382071,-318.1887281731576,-123.68998035922745,-190.6211512009884,-378.83470615664055,-276.37827017422535
-88.85305876895472,-92.30223788221937,-230.51833823855284,-64.03613490759466,-241.38793592062063,-269.98086502975053,-216.99675060551078,-99.08852916231837,-12.691422734050107,-107.87134102015547
-131.4824934164892,-446.54655208695164,-282.7167086203374,-186.946435142496,-268.2205000666959,-35.92440886339051,-249.55182779502368,-189.9877374717351,-69.9872293035487,-214.17804387627632
-468.3049311302266,-188.21336769420003,-125.02419178033493,-152.25749754437066,-218.51506700632106,-156.64386947905024,-308.5735123239931,-241.40860123772285,-133.1891290535221,-107.70184083903906
-505.49119444887435,-163.48217260005399,-152.33346221934056,-268.8129494041724,-233.25576610571432,-156.745668878895,-318.47604309017254,-110.787456258053,45.77815346198423,-211.00691434681562
-472.8942052720392,-364.7481273063231,-161.4501226270142,-119.7036655992006,-176.80090288090872,-94.28611935238028,-41.490042579791286,20.963679360124843,-173.40812960710403,-88.52244938651896
-90.46392065656812,-135.51558548999384,-77.24622279176299,-96.52572520458735,-41.54068363930986,-116.3174349566925,-109.61407561639606,-186.02708625346955,-79.86700313172918,-186.91396526019116
-515.0398655325084,-207.7704266906641,-332.9206529756199,-242.2930854103418,-295.3286408647042,-157.18338895744756,-247.4880433471324,-447.79794841065535,-545.0599405920655,-315.24284579160957
-117.24379800512985,-137.34248434816385,-96.0036936444828,-310.3316691839238,-113.79550920082995,-343.347928828436,-425.12382775879905,-134.1989825881057,-483.73902492227677,-98.11758212640193
-355.9608930443113,-371.322791139638,-143.4720967497799,-350.5504626427104,-102.71449931368248,-44.902402664067985,-76.65131052839602,-116.69420756960216,-312.1493554201511,-122.94236337412379
-532.4482364413709,-512.2563889203516,-78.78303469627605,-74.65955812662847,-396.57539697865144,-148.59388724730593,-211.42804887630427,-105.42626104271241,-138.90867080249433,-121.36956601734408
-467.910111019682,-118.12377246008964,-80.8890522074064,-142.20867040448195,-220.49031755544985,-160.52063363281584,-377.41245911144824,-86.52092451796698,-182.8986292986176,-266.4343544067411
-620.0336941601562,-360.96792652816305,-116.12807092886936,-112.93298523553074,-262.6418665629217,-172.89685481779372,-225.1723289798212,-202.58370499789365,-132.78702920111698,-228.38155383307023
-271.9722332148484,-89.56945563200648,-67.99696842472062,-148.478628345439,-259.0788415463271,-68.36448522950124,-396.8861439809967,-73.5646683188188,-108.81066201563745,-200.1807886619353
-439.88814462112964,-102.11560261190955,-118.42646091425834,-150.86963309047786,-62.19635408811361,-101.89014808623963,-119.94418843407068,-148.24915960438022,-73.40568346680074,-444.72202713810066
-111.05924508374147,-175.05588716940343,-163.77450449658295,-148.34559494254944,-124.20306211323596,-202.686530941223,-440.1740503570038,-212.2652213988286,-542.0568474421103,-90.41674318138395
-74.79633525424562,-588.5931463841719,-155.77754238273317,-122.25770663285326,-209.8557958164222,-212.68861688916041,-198.93517959796594,-123.24619275132929,-275.195007602542,-121.61453538828627
-285.4372141098311,-306.95284913285195,-244.81316012203212,-154.11621656712055,-394.2556485459576,-237.9714640156331,-129.2255804005323,-181.4081236089247,-108.09634382483412,-94.09551014162243
-198.81927142390074,-127.87346388939415,-145.26096137158976,-37.06255288787986,-96.16132695331204,-91.12165089653341,-146.10157373600572,-38.5191718651848,-116.36211672284554,-112.30134977503404
-410.6451959813791,-97.64077125913568,-205.0630310642573,-150.30165371126785,-128.81859547862808,-162.26060291130358,-142.8085398602394,-165.03994040352651,-379.1221804911508,-128.33001961170527
-370.9772856461826,-310.3899258207772,-156.1103723705259,-26.332377660734906,-269.43374447795054,-250.72133280146,-100.6758967161848,-119.31172315453838,-226.6352562163433,-98.40500737005999
-133.07256901588264,-222.30387843878236,-94.25336207452781,-138.44952838638295,-86.57461769664528,-163.61148748997562,-135.1230426532816,-135.23936828982698,-246.0788651300324,-119.48240367082332
-126.56763935972455,-93.56949683743065,-133.13196979816158,-206.59522439363587,-241.4852852738428,-86.62324354818679,-278.53087822958196,-100.16671664018709,-97.8599965202688,-142.10055574873496
-216.02855274656986,-174.80069884595997,-218.38312857806272,-100.75060995513546,-118.72204230934088,-112.37577297836904,-68.18086067366531,-86.17876612212926,-345.8361915889119,-146.26946587204753
-336.59766375952285,-183.7518748413291,-363.4578356196774,-81.41301147502527,-255.36714918518715,-107.79039133962603,-378.0795633525863,-137.9505370131281,-79.09244620416965,-74.69512216156365
-188.19146982104644,-586.6627977791671,-34.9045427775055,-98.94302485962885,-186.04931908246374,-127.65284195140835,-136.42168504684224,-108.50682463554,-186.7041395339864,-102.8370151592367
-242.47843028308426,-385.493907981383,-77.48988385271902,-235.83892984684647,-129.3507815456336,-73.0093666972217,-64.18760860337437,-106.66990919523379,-443.04356719885357,-282.0498476607384
-498.67079206098475,-109.06577616677562,-62.85906151984808,-196.01283811207765,-248.68388611906644,-237.7382450593459,-245.31819600646173,-286.49375169930306,-28.773234844223992,-125.89735600771274
-558.9039840217667,-272.0395172914118,-93.70141102720558,-291.6324643498801,-118.8485573664584,-89.67533172245214,-70.72728113359332,-193.85792989890055,-111.2422026672738,16.33158418819947
-272.56170283491394,-105.35412523082593,-119.78887362990707,-262.4357182355443,-99.23015535149108,-94.28332853862747,-101.13008094512853,-199.2058907053247,-191.30638618497727,-106.87413830419956
-355.49051481749854,-364.78949425751836,-71.44012809922721,-148.97041626925187,-68.42131268919452,-146.92017495073074,-288.19647726909363,-109.1192673701824,-110.4501142366612,-103.67665868705392
-715.5021598412197,-299.23693535114035,-140.60858302176356,-375.56820642035825,-309.4481890896616,-146.26927564774257,-153.895969603879,-459.2206726815822,-81.65569026778246,-51.43628134035137
-115.71965122508362,-337.06614932357047,-196.35483470507646,-85.1193915483709,-95.35138605989529,-76.77895094907305,-245.82995876468203,-163.53497403555332,-105.84763915754279,-235.07492187744725
-428.2814662695763,-133.88616820761115,-96.98813724396392,-183.610639069966,-84.49579372404642,-125.94660950502237,-112.65365055741279,-126.53714746060164,-282.52162666218214,-87.23409097458627
-502.9176490357862,-262.03366127266463,8.031531650804894,-276.8208446747116,-101.2147477241188,-89.45712114204984,-113.48335646037138,-106.66396088235777,-112.39314698913134,-405.03110403339383
-521.8164546747811,-305.47075721937335,-165.40901212930373,-109.56776769975417,-201.12236705929723,-90.34509042733757,-99.725980878951,-188.67696113565574,-32.87987065128131,-90.079456074676
-383.09832738000694,-119.06349418692007,-20.07340111125157,-113.07171020204032,-282.29783865351203,-194.83742482290268,-111.94120929185092,-97.26268089285206,-329.2181419356323,-95.29721081884966
-215.4233771115642,-383.6752826403323,-75.48179499355275,-123.8995032816813,-354.46600680695707,-98.74209191278462,-355.6596602692372,-331.81817502588626,-349.4637704910326,-19.843484994462784
-167.01063990565436,-292.9476705436628,-89.88803547545476,-56.44604937796345,-97.9598462973728,-240.2474480957856,-109.47519951329166,-207.96380056125338,-67.6276847173369,-146.41050160001384
-112.79844810198972,-353.17593852808363,-220.14270696863412,-106.75954761255612,-70.5174892050751,-137.29914927797554,-373.5850821414139,-147.87702912947313,-111.18538908748341,-69.73824233451589
-166.68117411498574,-52.68447722577949,-340.54252612475534,-146.69691922264673,-472.5044922781715,-136.4356375404455,-191.25423166848987,-94.98554074801645,27.665078023174658,-278.6238448802143
-38.10848593334856,-303.67858232898516,-95.39148242080333,-117.2008207105682,-104.45315100974271,-83.50523475625025,-72.09160443464722,-148.42242113922325,-187.19967161748434,-168.11367803039616
-234.88621421444853,-365.7673507837581,-144.04164709158138,-80.37750200854813,-163.04930160408432,-264.91561652084044,-102.57102939546185,-125.04932464893636,-65.35961836816168,-150.91679872813808
-498.487500830322,3.344625348738461,-100.76070522645539,-126.9825936500047,-318.28913388608123,-53.91187739942845,-125.24606178067884,-433.6893425416315,-347.14305771478837,32.700855982195186
-459.54754801551627,-246.04930879782398,-147.27653746719247,-68.5353804320583,-298.80258428102934,-31.585369438054798,-122.35246536432828,-302.231400886619,-124.84605378102323,-46.00186048354627
-549.8573173694203,-220.7693932956354,-139.15537075444905,-367.59200807899873,-91.51812312988277,-26.003101965549405,-136.77925999457375,-394.9304277907197,-393.0926207587537,-197.77554011887028
-101.79387265483626,-325.12791495341946,-288.30031578263976,-140.87697181207352,-106.67690328021207,-181.1973620521193,-149.08801200828023,-336.271428970433,-227.80765576244517,-37.77297700790646
-496.6681627569916,-483.16394737211186,-446.5988263067137,-187.86786673503264,-110.44291401811792,-147.43276340798198,-110.36234256007083,-259.77575650463734,-388.02638792213105,-334.02833963964497
-160.24997414093764,-458.3074525377105,-439.03036188008156,-401.7999378185488,-231.8810321006882,-174.32692399756655,-52.16324022021917,-201.11290300327352,-94.80837316047985,-164.46044110404034
-112.09133374787118,-90.7827481194776,-455.92619551877516,-543.0408533266268,-157.16800263700324,-45.01096917912927,-159.7099487083765,-112.06641969801865,-225.28566414923137,-14.363011380163442
-84.27525935577,-135.78747399425288,-82.06520717557164,-217.28144853840053,-183.43589809441053,-76.78832259891794,-79.45333346143883,-85.65389938533946,-289.63766610878736,-23.878983140338832
-678.7492712610633,-374.3648499083669,-292.0731461869598,-473.71780619736273,-72.54365178145241,-118.1114601100994,-192.51921279698354,-101.62134796502343,-214.12630902891624,-81.72615608879136
-176.8459758648287,-518.4142045280907,-97.54838316699531,-532.0472215440632,-360.3312935646619,-1.3215756509592325,-356.73143657666645,-255.48971520250214,-135.27009974405428,-394.6048026266751
-119.74755446640116,-496.0892437634692,-175.94512431387352,-538.3792769776942,-431.15945832885484,-51.19754163885192,-154.90514762210233,-339.2327141056312,-114.03458970355956,-68.87062499857863
-435.3813156735295,-254.57003605383943,-102.81932007852653,-382.813757911803,-231.48289757675536,-52.83844403248371,-416.066127666046,-395.8357942286641,-272.2360455887116,-64.11901944287943
-120.23647515131343,-282.05571962156375,-196.3528910239308,-205.53965045440333,-15.24250448884257,-10.065532252891572,-135.45374645745608,-249.48635240076646,-192.93579506337397,-65.30373441175934
-464.5595371743958,-249.11062042022974,-183.21924395184178,-476.00302811719155,-159.0471330900516,-197.30930600051656,-159.95084996161762,-70.69494495262789,-160.26106820567082,-79.58727122509987
-340.72256993026514,-471.7124729960722,-269.5195885741267,-261.7972841773468,-73.79561735823444,32.187974596933515,-90.73533569559078,-203.8462682303491,-294.30974347496897,-267.82367824841043
-555.2081390636716,-477.84621696819977,-143.55621033087505,-445.18615720009825,-321.1365737548023,-115.39890714485588,-86.11359792590972,-99.44240738183612,-540.0612850878944,-83.23440625260895
-111.50102117246891,-109.8462273449903,-306.88779238520164,-130.413380310589,-89.35785999102737,-101.03131083695828,-94.01206479213116,-331.0900252755747,-382.03074021470275,-54.565989058321954
-51.65435994670729,-402.71310762516305,-109.80366246532977,-6.004325780474403,-366.9770680352641,-85.83542994496844,-128.28945220917353,-81.43737028970791,-529.4308504202085,-83.66734850947567
-281.1900872247969,-109.27423494259763,-351.69041802064817,-116.44770461308511,-171.29535548402913,-62.99785275057792,-153.2022024581716,-58.63397092831201,-255.14510797433584,-28.340302060695336
-294.1693875328737,-83.5388865869823,-89.93047304100558,-448.16238906565115,-56.782582860901684,-41.63166798987123,-116.76302338810135,-400.18070706884674,0.3578620585617358,-242.81394696292716
-293.42013891204977,-438.81966220967024,-70.22447299723223,-573.3322139492233,-102.16722702504084,-100.21057732027799,-209.5989094264516,-257.2625955551391,-437.72707727334534,-175.5996607379771
-281.7981842581544,-20.830133731531006,-90.71012179910463,-280.3537139659778,-108.9932948047973,-80.01778746833692,-59.36628270436199,-105.52758769958928,-249.21138643621228,-52.64259957956189
-65.59773348727514,-215.42101991918472,-106.82713617952528,-394.5461798233313,-270.2716752084115,-13.844633983516331,-68.61381040836633,-220.35133973940574,-291.6146562084822,-72.91853716943162
-56.11140605768715,-211.33427896478136,-77.05707858049166,-262.64735499905146,-58.22035918361063,-232.7100240893737,-91.8618790483037,-130.8851643198471,-105.72213572834124,-13.645894327730673
-494.95425479643467,-152.83369235713607,-100.84409006214737,-273.1571057309292,-225.13620019156235,-256.7432436478507,-243.45103297398794,-94.20860570614175,-344.86553908719736,-124.36145427809075
-464.17938818313974,-265.980061111453,-204.45308432558517,-66.3961481119807,-203.14261206225777,-266.32628313043415,-93.36688619656668,-68.32952104602685,-68.03782197389168,-108.55098039445491
-674.8469510299177,-181.94359977765305,-243.1466758051913,-101.14189170444277,-97.82552905255959,7.134930043552046,-353.0160005652098,-300.6031849398497,-226.22519523690124,-94.54432847814252
-305.3625797918514,-185.16643914367916,-289.83356556482363,-394.00472261139896,-185.2840253664609,-223.46488042316025,-264.46468267706734,-326.75341817232135,-118.54366873272512,-64.57261972922677
-99.08023755125366,-433.86837517323494,-387.1721555537321,-80.57864587454895,-14.093293389086611,-51.026534614424705,-307.5405139633348,-87.07430603599721,-553.2885862900872,-88.25362418764867
-364.2984136112326,-418.47453855842406,-110.69752857287149,-1.3400421461567618,-147.81477884918004,-54.98955270061472,-108.08758519421282,-2.8585091524738857,-357.3227373889662,-51.16196261355563
-543.368086965161,-378.56193387073006,-92.99279855252274,-138.43267735328578,-127.5469415747273,-169.3649840803596,-294.26679119696826,-5.152342899607518,-163.6710574573895,20.325617235220918
-449.00660723644035,-82.1204072689688,-133.71860346149825,-286.27651754957606,-408.71596549727656,-63.49184190545504,-91.2539740741291,-78.37979493652121,-150.17378343621797,-234.3871356637412
-380.60504020502174,-142.55112074322852,-129.18226312888763,-64.33796408848588,-240.4882050663377,-56.49331927363976,-302.74198218940785,-118.68017480199987,-282.30233879580555,-44.798352414899725
-686.8008904571401,-102.90258144553535,-237.7696699142095,-7.056391853328861,-104.43693010863049,-7.382976007680526,-413.6508785628231,-291.49764935107515,-6.747264278259976,-112.49903690267922
-385.7839973295634,-159.13380788409086,-225.50675825450836,-78.01579656596884,-446.626687813146,-172.40631729948416,-129.5329394078697,-441.04657056585495,-108.06583534381002,-49.81931453888582
-208.02430156012093,-257.7410834847991,-120.6927959888823,-136.60886263969496,-111.15900304046255,-30.527074725190914,-591.3878516114141,-118.47719467360454,-237.9190780461631,-76.11209635009055
-559.4473307604883,-205.75970347271263,-239.87985824394576,-148.5471344888794,-80.67171776442487,-165.19436950362507,-144.00753271243804,-98.77126839634074,-99.64283098543858,-87.07736017939166
-335.41858815320415,-315.7662537843293,-475.64184786744136,-356.6016823095521,-143.72950298349292,-146.72957169108727,-440.57295982940764,-127.52543924002859,-186.93243500426632,-303.4500775610173
-506.9991983133536,-118.85244126728149,-466.7591479921524,-99.27059853393651,-230.60197436994576,-33.304662564569824,-261.63661136302846,-206.68552075982888,-392.2143716577711,-29.2125488153182
-610.0537199605753,-250.3935614016508,-415.7880123940106,-269.373998095916,-91.16923231079514,-185.44138014600264,-81.06532325850216,-132.17496500066196,2.581268812642932,-84.25505842026215
-225.53978801781926,-283.7672680049984,-105.28380828332571,-78.4222904841282,-85.68579216652726,-24.997641551358413,-328.1602789523487,-348.28234585677825,-112.31906473375578,-129.2801177333753
-394.78315051768425,-595.3487910597265,-202.7672294264537,-94.53748413082224,-315.00235775868276,-59.991422480442345,-264.02711617396926,-116.69380733101784,-74.3678244313488,-125.48593828016416
-227.6878030666589,-342.89302923317973,-131.47057772167284,-250.52910938613297,-99.89356921867422,-185.81832260339243,-422.1836667987573,-107.8011698151346,-97.18458053645354,-157.25533476663423
-127.85845871602392,-90.87016249359924,-180.17469534678514,-332.7233697315318,-286.74949196140517,-63.362353981125615,-63.74696450563899,-342.56880130931165,-356.02647299054786,-49.37458613864778
-226.2538665559028,-211.18340211146236,-409.1658611020043,-308.17199571164934,-229.46025253091125,-93.35601506967826,-93.97949693713673,-107.49928055273794,-73.36392077591583,-116.60595468719828
-309.2018692175018,-177.37199551895162,-147.80252272339663,-52.15322536917708,-93.02088395217392,-6.539946008031023,-64.09830041548213,-44.02239623463148,-97.57214835052062,-194.72124649334424
-77.4302821193908,-324.24668300033983,-111.27327203983097,-351.2737083367257,-164.67876466868194,38.49550820370794,-477.87349997031623,-260.9868254773371,-144.8306540132676,-24.878922505796297
