Agent 1,Agent 2,Agent 3,Agent 4,Agent 5,Agent 6,Agent 7,Agent 8,Agent 9,Agent 10
-360.277103618537,-344.0574272017683,-471.3142777337011,-166.9876652669716,-192.21057984114853,231.28919643028235,-101.02238873693406,-355.33087735885454,11.750683753445728,-105.7665093919084
-555.2096104163057,-211.5497846735222,-311.7157577853935,-120.59271306640413,-120.09712377649127,195.55526757120168,-117.11774256267361,-251.96625009852283,-352.1771100899572,2.9539796168279047
-176.18821155542747,-411.2631935275656,-444.9823804079899,-114.08311504791796,-126.82979162287012,259.811981200237,-173.3402396715962,-90.44015419287665,-141.7699586465696,-64.35064383946242
-249.3634641882321,-109.53238165401022,-135.5128238464201,-84.17948946057606,-81.66685186193607,212.3145160137525,-458.9473664691126,-352.896558273211,-83.93892429928246,-23.227796183031423
-180.7384849768356,-102.30108256532263,-220.68853749151242,-283.49401451636214,-345.5915949888953,77.90895378084572,-52.063262730745066,-289.5970380971653,-101.25731225886271,5.347619493409692
-146.86370289944924,-334.76605036993,-203.67311574999985,-102.00014045709221,-98.85775054528888,248.46846684528072,-100.12752815707864,-76.08530833421116,24.038269169962135,15.267896000819828
-525.0251920362009,-114.76351035363125,-533.0723415842326,-149.0254773169326,-220.9543250201828,144.2628999851876,-366.8543581975449,-258.77892873877704,-316.9742184586306,-140.3314621888078
-127.21003036875406,-183.32445456227106,-130.5274078792449,-131.00993738096105,-160.47661403766435,250.37034951227457,-408.26329860877894,-56.58041086110509,24.138320429255685,54.67607938085215
-73.61350001178036,-138.9156752764832,-69.95335992187957,-112.41423387493646,-411.097206334575,220.44796469713873,-292.21394333198145,-319.359258086036,-293.6363243334834,-93.64533336575884
-93.03979340977467,-98.07167589351317,-100.27648411844703,-75.0485266266773,-447.9553354196406,241.18500722910267,-204.34753467557113,-163.84610762994464,-70.30616626356858,18.602944245768327
-273.57366119155006,-140.36002403797,-171.27512842865667,-316.1797389174554,-92.12058697026096,199.37777541734386,-93.02417718144339,-327.575033570734,-145.6330341622883,-170.04796546006065
-39.4211161874903,-123.86581555771792,-104.9596857081166,-195.17497150978917,-270.64394819720457,235.0575759003203,-211.03256233110545,-90.28012815426291,-229.7851711396743,-1.1779713939470753
-251.2082491915667,-148.6118430582392,-100.41667743574128,-371.4443952455983,-128.33816750969135,210.6293408020216,-148.74821444777962,-317.40864716266043,-280.5510819409435,20.526941195928753
-93.55779556330003,-159.70093917278348,-104.3848167504207,-164.67083847788814,-254.02839803374232,126.53716084613202,-171.7820560567298,-93.56882630592283,-173.93261502392488,25.14667301501926
-107.63133151852975,-86.46059038324336,-407.66886141031796,-59.60616397628594,-220.40864384855786,229.04414857411464,-99.3866406978396,-293.062702547832,-61.78290331701549,-8.366860995102968
-155.20229320447623,-298.4480607261413,-238.47176374752547,-178.65412699117792,-227.27019187340454,-6.043020967065857,-298.8856101035658,-466.82569761011496,-110.10566094884096,-103.22690377366524
-271.6535828821268,-477.0282456736332,-103.49840910665347,-121.5252743364495,-434.242808245458,233.44687931080875,-259.9821110696023,-140.80152269234742,-205.02196700308343,-22.356181637811332
-408.8319903555797,-351.53124795736056,-382.38956234503,-120.95754525935232,-393.51504286495015,269.8094903249579,-189.2863104019957,-166.95761574252583,-123.42634993233312,-43.487439416282655
-165.95555962339802,-485.65873632205887,-103.42425720967574,-239.34927069008884,-440.08709189822514,248.66677014424707,-156.33554164949305,-188.3454408622151,-167.11698867094077,-58.139271598835364
-188.3874435889893,-137.97478266100052,-156.4788114539632,-229.95767055098906,-311.80391785720315,-38.062241587898654,-234.7789579375441,-130.0662700136617,-93.31500785108999,24.217444949915528
-116.13014693682294,-311.1768362082245,-57.29121369660045,-192.54094396747632,-341.8860088138939,211.6358551940837,-173.6447829734344,-242.37816671587547,-175.16826502312298,-27.937472861049685
-196.37304882518038,-91.23270539111874,-398.0142512418029,-109.10493088778942,-280.6627605171584,3.4278409285109888,-460.2626674191702,-158.9613650951849,-113.84851488217701,17.803134648656652
-363.69550962126283,-480.5016774825697,-309.8677331487054,-326.22725307480175,-85.5637907937244,191.22486805271484,-90.15784104034361,-89.04899981741367,-164.94042360652097,-20.556666203567588
-77.15086369403612,-471.4404689683131,-126.30316135487303,-264.7620793179121,-321.4775439474935,-45.63994948871975,-87.30419394930064,-195.53890254396342,0.03772351888686387,25.294895495464388
-60.27981001105901,-116.49985847838073,-85.13918528767992,-96.13324244195361,-265.70019568596524,211.63275325751098,-155.9422371013697,-207.75828555673286,-230.5421763981988,-34.030878856807526
-167.76923277252482,-244.51701357674187,-211.39570371705793,-58.90875756879542,-338.1547482774932,120.56273586704114,-222.6239404151182,-32.85998483629919,-60.31298512417396,-49.24336125370715
-190.23340396398282,-390.26605669431245,-463.6263438039395,-203.67511987913392,-243.40963863214003,223.5240676595362,-170.51876154083925,-71.52244096615149,-151.91700869203225,-16.752864503239707
-189.03329543044396,-194.8528073524485,-115.77666294518654,-106.45038711251688,-379.4975171843974,215.8376038922235,-357.38284789487795,-42.231904803376594,-167.30623485311986,-2.4533745894972547
-94.1837895560968,-435.6894428939294,-287.35045881955773,-118.3315646304905,-359.03991322396377,-46.64194194105113,-103.05726041040892,-316.0661973473084,-143.47689614567022,-49.16036079682539
-291.6274532677803,-497.8586012858152,-226.66736779162295,-52.64608721470132,-78.67464425938269,230.71826880974407,-135.35999000773205,-142.54447240534103,-64.71095128930365,11.605527431099532
-167.8994984917286,-123.00906511332227,-219.88212149243412,-96.01748662546227,-66.40889161421492,238.75603519599792,-143.2643647339178,-328.6114977021592,-57.76818783637965,-125.95827434456548
-92.2956167159108,-116.25812763815514,-257.22499200326797,-183.629068413173,-496.35539043829283,-28.06135526249318,-188.97053303896405,-284.3567577407513,-91.42048106098905,44.630682223904415
-294.4566235143853,-152.02931189344574,-428.549283122377,-248.43945187175188,-383.10930046953047,228.7716290573217,-103.17267920748395,-396.8415654033923,-105.02884948103636,-27.27660628050456
-96.89606939253669,-90.97317395486216,-100.75647409253288,-87.72786754975499,-339.6088876370657,209.53273286763664,-189.65189856144815,-71.17694522982876,-174.1422603979811,9.594450257648248
-120.73980064800614,-249.1923835655783,-467.6124408718891,-108.55151052211659,-245.170570657152,175.82493442576214,-315.36873415989396,-415.41836417079287,-309.4582971359921,-15.127368584629735
-152.46542103711604,-337.444335267775,-112.0814097500639,-95.24948631078489,-314.83768557918313,270.4583833468163,-200.1383639848641,-111.45074352087808,-347.90124079653833,-26.143544043343688
-189.05151532076644,-289.28051071461414,-407.04451993094347,-231.98264513741066,-296.7158021187947,183.96157807201715,-297.05503231783587,-434.0271653837909,-419.1442032016032,38.97123266081771
-406.40007508780747,-545.1554276817965,-125.84501987789521,-166.00538996661575,-125.27662197641715,225.5573231501747,-150.95762467018815,-94.04059327946499,-274.4295655523756,-30.118071611266174
-220.36216793083474,-215.56486231911506,-194.9673967520996,-410.3060798589983,-299.23097101741064,-25.381117598094818,-215.56167735484877,-166.27198000297943,-187.59140637797586,12.901840509927936
-201.92807669334942,-159.08453544884281,-182.883771187092,-384.84672120840037,-34.90855603453771,237.59754914808642,-157.36798496897154,-119.86604326244453,-327.534099677667,-218.89804469440256
-294.6782719771194,-72.52775425534986,-238.46010592337083,-106.19223059256998,-353.97219897538014,264.97264285704574,33.637687417763686,-298.34015709205937,-192.99467488151151,-144.49034407089545
-133.81506152550557,-77.32442985254012,-680.22294450927,-131.83714309340394,-151.68706602579886,-59.48837618504371,-132.34028411995433,-95.16006254233999,-54.28167970368234,43.59763345530963
-10.753187762509341,-431.5199205972358,-163.7406320770159,-272.3010571065748,-158.3037950925272,174.97757489454136,-361.58785067275534,-349.16236981478926,-404.0457700361762,57.86086232000751
-109.82451714660935,6.662794367726207,-70.73743362458971,-146.20497083443772,-352.2908007902729,265.5365373536872,-198.8821257800273,-321.73883034406595,-250.90254727338194,17.00170094367101
-100.32748449383787,-127.19109829370458,-128.51172812144637,-95.75108220324677,-339.5105885054341,-21.816124037345176,-110.6005306684176,-378.4982667149187,-64.65896566449601,25.855921004110204
-84.13836631805592,-277.53570163317994,-105.65687791424516,-75.47006878273089,-299.2931533766829,237.13601043780267,-97.59977325052185,-238.51979125988169,-9.964394477908485,-155.24906288934616
-277.2004780537975,-341.42047139281675,-297.83142191860634,-365.27432953598236,-101.98586633744941,-34.774486619866764,-254.59072008926955,-281.7292309989102,-211.88094203177144,-78.55857371341108
-211.11036017849142,-106.43595411517191,22.27904732622747,-498.3010626328591,-82.88061944708001,221.14803544459213,-173.65798200340257,-155.11192371223615,-187.2072132575043,7.4524928333422835
-423.32836555323087,-219.294439961278,-228.21574420244752,-141.40327283740604,-198.46947492424718,-23.047636131000047,-172.28148097594848,-273.8486606042039,-331.2203598353884,-15.051138864651556
-73.83421338721884,-89.37309280633404,28.652035265869557,-212.3562297351097,-201.00208310157547,228.7232652596002,-479.53777568921953,-142.0044302820706,-392.63449384689176,24.684473759746382
-124.76192246380123,-348.1856456142608,-105.9149827775731,-387.6950970933507,-335.7669808305906,275.49594075640977,-549.3455583318411,-154.89011625272605,-216.06201742317484,87.05453655197931
-185.2885571131872,-139.9245134294611,-60.33681370878765,-221.96564555551876,-222.38976556280568,215.16069148443268,-117.86023832098519,-233.27310071541802,-272.51050085109614,24.26709913816535
-230.12943282845976,-252.97649638732457,-139.27013677799323,-123.83626180697023,-42.0512074218301,-54.58676701883046,-399.29711549896115,-96.31363648121486,-248.4227761917809,-96.89235698179475
-186.92668332983294,-111.61262519398343,-98.43818377015535,-90.31849594408263,-6.531580143548965,140.65676518345572,-120.23960859200417,-302.3813517638368,-213.0341685723588,-68.7470742535441
-85.22734104527076,-96.66524130718656,-131.92587541049903,-133.90521596212037,-526.6940281247275,-27.495565033022473,-23.19082085578603,-62.399751542650435,-313.18591178145505,80.58302669066265
-84.70775699317319,-367.6989706695482,-426.3260597263734,-153.49716617837726,-188.82820492062564,16.57411125425091,-97.02808285286144,-136.0877545946846,-491.6793766970349,5.135946781241671
-59.814481426182724,-199.0375278089529,-138.6046711960136,-306.9637929115486,-346.95794101638285,236.0462011538898,-155.84216631186464,-87.78385750286492,-26.182221439917598,4.156894668090797
-186.9238119740649,-118.3133248744042,-162.18696157073114,-177.0507440357827,-336.0593534996351,255.3451049576489,-299.2086547681481,-366.92812457878415,-58.62887906143399,-55.48787293949506
-324.5782660831655,-58.82727400049799,-60.918753298221276,-131.10291836666653,-299.50652818243725,-0.7925175605403894,-91.29892799224463,-372.49565314480253,-277.54261189402007,74.4748759269929
-171.52702721724438,-85.14663917685291,-185.68268863019398,-588.5389313078217,-252.5129429575946,220.5914887668274,-342.8000088598325,-236.3412440760193,-316.73208667653364,31.34580718891833
-208.99651683151254,-156.21963562408655,-133.15985638645384,-48.8753186648062,-454.9849619794812,254.5367908096458,-216.96821266191245,-65.27386498014616,-343.212888195691,-25.207955651198432
-224.3563492356232,-180.88728717047996,-248.32774079431306,-47.7395329831422,-349.5736002332295,206.13981023933115,-73.34358877163695,-83.34231801383893,14.731644989025966,-10.909423203580275
-167.28362045630223,-286.84288348510944,-295.8352483893224,-117.46256468632248,-64.26915242820127,196.822738100003,-49.916689630471254,-80.9105802446308,-149.55803664673218,58.77495879297793
-89.2687475067473,-132.60882198831013,-212.7361358631307,-77.44319156201207,-432.9941808492408,-28.63831510727654,-121.8186439801268,-93.36944772792891,-147.98227196115968,-140.37877379353358
-136.251436735889,-129.33716087142426,-496.9152904185997,-108.07831679780051,-343.7974919136087,184.57671160878908,-112.31011153251565,-85.05909036344451,-340.80560799489547,-35.03104951726333
-289.78767003686283,-362.4965766717424,-303.02055798841815,-279.5339589147173,-414.2426142467562,226.7993400939909,-423.3030800267453,-67.82479694661285,-244.03215145104497,14.228603233002488
-75.4682878644144,-128.39392778517515,-157.48870119454745,-368.2820937617075,-567.2559238847828,36.5833568617399,-296.954675167481,-161.33959784254864,-90.3178605739274,108.3385152270203
-114.64310321842035,-62.26531863525964,-471.3087487740639,-88.00834173196338,-155.40594883406396,177.50581031983302,-187.39580288798834,-93.39033672447573,-165.4963326551205,-8.049868034561058
-55.552704906121335,-402.52160578213113,-281.2372161008092,-427.4919536172837,-413.24393000158096,235.81448318254323,-230.78987739020687,-210.08553440710645,-133.94822581023757,24.755972647851856
-360.53923063897025,-366.5709789068624,-298.4880431599844,-395.81644721196994,-340.0936247673668,228.78415903380093,-199.84575939389495,-415.63027129973693,-110.21235363923097,40.01459793485762
-167.595194610438,-171.3553666283396,-351.4401368384301,-77.51033109828907,-133.70636740061244,-47.337398970335634,-37.870215279190376,-326.2469021766715,-23.133360426435743,94.63437750987092
-215.1266395279179,-85.64655107432587,-372.96976437220314,-128.62099996090723,-422.5741727702677,227.66554547928388,-362.8641676742234,-155.73129669638874,-41.1476643108918,-27.835221830343485
24.934654455244356,-357.3323680575261,-263.7281158026791,-222.19671990066863,-385.47867667364574,211.7537144236249,-106.73410254080059,-388.17674758207056,-159.56022908635455,-79.0036512831559
-113.72902809274548,-257.99196110303996,-82.46229501823031,-211.52823148364942,-436.1133317627319,242.64252564047896,-270.8969254080487,-367.1901999585041,-131.9510940922039,-64.0924332982722
-71.0339567611313,-88.34236288860332,-234.07884195138422,-114.78365842869161,-216.58883885860752,240.47750398415192,-384.253417258827,-120.52406592927863,-60.53374020052318,4.464806383261191
26.69743598412012,-254.9619162414113,-122.63498189494072,-268.0015222538856,-113.12075282913807,188.21724560543902,-160.00251490862237,-144.45361399446625,-13.612581409586852,-66.90394205612155
-418.80582444492245,-120.1427911537297,-442.66757296055033,-80.9226319420688,-351.73441753075974,243.11569842106962,-420.71172904565526,-180.44682532522776,-177.55572390131786,79.35154640490354
-135.29283555144303,-165.42942489974536,-119.30176518771414,-236.9543573566292,-358.7907198251093,212.92449357960572,-186.76034996028935,-137.2789693016439,-178.84180833945618,-57.88267137011276
-209.06564973603804,-341.10500898139253,-419.82932999744844,-141.49092743759059,-420.2046317859686,-55.36327680354659,-239.63692502104794,-73.81598441574924,-80.49348717808289,110.27927084057342
-290.02670283660996,-268.34961314480745,-340.1826948442149,-115.4160087644953,-127.14165941147948,-37.87497036228338,-384.18359800043174,-276.11547577207466,-180.54405846682192,29.093779030993858
-94.97219504984972,-230.67592055472824,-300.1038535869051,-317.8183171965344,-441.0239462118512,213.3313224776997,-52.237826424801156,-142.52510112626476,-90.61704809226865,-78.5885673762537
-97.13550545126877,-461.22741994222565,-132.0233635632548,-109.06982203404934,-36.04976189662082,197.9054913221781,-329.0040739750935,-108.73346957133751,-168.5548604184329,-26.283349548318
-126.69464357721034,-421.56859428447734,-96.06880714514833,-50.91174027107226,-128.56737291457944,175.672930489272,-58.41268192314966,-139.8491314854869,-195.17865442506076,133.4132546274485
-82.95706663268335,-245.3926345834621,-389.7338423936801,-101.90148663506535,-290.8171716268289,170.86812582216297,-137.1508891664849,-219.86654782424895,-187.6660156852293,37.21121101496249
-338.19570738677146,-82.8191802308344,-167.3871998376439,-71.67389148334074,-435.25656845253525,178.89654904711261,-163.67466032993877,-106.04338965233626,-277.3136408010281,5.0256781515705455
-300.63342187441515,-120.55801442900736,-121.47260169140213,-184.03866708883243,-255.4601174210584,184.56980726359484,-111.64640962409284,-314.7960944267569,-27.87914548116632,-52.2653459607827
-100.84631838444034,-388.3996755971103,-131.9048296746788,-115.6733684356853,-103.68230298392226,-26.98391620805114,-335.42898512290924,-134.68526317701492,-181.2573056420012,3.7972332335247216
-59.488985216271395,-300.01629555837803,-413.2907148240543,-141.47402043721775,-450.6211658326872,231.71198429482203,-114.61512481475727,-119.5129487620888,-150.11070209676296,-49.43611099482244
-174.33607176059746,-212.80099745811194,-94.6282843587561,-75.24232455369246,-381.5166240887521,255.45731380675358,-90.55355208286088,-152.34397661498966,-81.4256832286581,-166.75364378614802
-100.80225542298761,-195.17148407824948,-106.30577861668108,-121.8845198413442,-91.6010983491151,191.0046912295316,-71.21240749642314,-271.3163981248289,-88.29020909146934,-11.5602922659901
-236.8598716902146,-110.99819994769823,-395.6637967336834,-109.6155573473332,-384.6739347116146,248.2662295084548,-62.005420441729996,-148.83585775932448,-203.85274475404518,93.9693766741762
-86.40935415609482,-66.84245421818635,-345.6308718340093,-267.29009482031444,-139.09030102223693,256.37881928375896,-90.51288842077626,-107.40276761299219,-183.1189774280156,-14.223000530300077
-134.91192898742256,-71.02726861020903,-187.8581780389476,-163.85910031670917,-256.6485927007677,226.74650671845737,-488.125202068992,-278.2996370672888,-91.21954477516795,-124.40506217193104
-96.65816360293479,-116.54339593361847,-377.49984088640826,-380.8152559784863,-266.66670579237285,122.49229540079341,-458.01004233628316,-247.24928223956204,-161.54486270365643,23.329805012354726
-100.1434913656452,-112.49527476197335,-298.43310432168425,-35.24085243834335,-383.7161684697438,178.92545886956168,-155.44615394862421,-135.19780236176152,-274.24071812516695,3.0513580539581255
-129.58308801649474,-374.8877912111025,-191.71778783456693,-385.4459131623173,-53.22953329956826,210.72575479450876,-109.35422525744825,-64.07212214065339,-95.21581098350619,0.8939739739928427
-175.94032665566885,-391.00138419170503,-376.4796605788877,-70.6605544446272,-92.41056609379572,229.49896146039902,-422.7734448707858,-55.730977162721516,-149.3288225801057,-50.25844722672994
-105.74650137396681,-380.2093804216953,-351.9416145523594,-145.4674824974179,-387.1396905477131,227.01477179636552,-214.73713702571098,-189.58022491775563,-23.094433330082808,26.441071463714927
-99.76905038849559,-313.8110030848055,-91.5201841075091,-160.73457087519057,-76.85862253623276,220.38724051227788,-312.9234612208214,-101.27671043238497,-176.24386606881336,44.05162790312514
-228.12405525038298,-378.6532788115477,-111.71140219811448,-107.81921392653892,-113.93507442263376,-128.44945874589644,-117.48772775030795,-121.46932420183362,-50.84303771106899,106.96926889274332
-529.1800188201855,-429.25376839553417,-20.98643636062235,-88.88927409879236,-357.1226177751407,218.2266316110179,-455.3483219505379,-131.20346781266102,-252.98503698048722,-218.24342048306727
-122.68994079354734,-37.516922145644905,-242.444478756788,-332.37417134870486,-78.98528133028555,249.52745728127894,-64.16965026977996,-262.20001027499643,-95.27806070053848,-80.46772846014706
-343.8336698079885,-127.13677380249007,-181.54835029377045,-255.1996408923042,-70.53430427176383,-24.03792981838609,-108.75981178864883,-311.7288034654762,-71.35280555765324,102.28289641032343
-106.54956737361222,-127.77529478456988,14.252497393034986,-163.8577697797793,-409.73882651335896,-36.11776521101693,-181.24276179071904,-143.585854987438,-230.6591045489393,-71.07120942328517
-327.05467197264227,-82.50360776497281,-253.58876000624147,-190.81961911381268,-264.1201522843434,277.4928639039711,-80.52641618832996,-249.06778193484283,-240.81690008683537,-20.391199155793416
-172.8030109366699,-193.89728851721543,-119.62487392842971,-86.18017732458098,-408.92951672510884,-0.005598852412646238,-399.48107595213804,-203.4013322267462,-83.1241290476336,-93.03608164442072
-333.1214893547724,-169.22358984020224,-299.55860670276337,-258.68163578396025,-471.7192184452885,208.4933348306766,-330.1887466151994,-212.02618790400567,-69.17603264159374,-6.931699875701582
-417.43666148821336,-84.60357117304133,-142.0254423438929,-195.17752653395428,-105.20067355431286,215.55084233454255,-217.58822912338655,-108.03951376386642,-104.92515763516374,80.7017202489634
-259.9285186827973,-53.631567341465185,-155.3752725662929,-70.83433901315932,-172.9496875986398,239.67010585498855,-337.51704852925036,-74.16980096434311,-92.71846124531967,86.9699793084565
-109.59004948456595,-118.40048931058129,-76.56666007978174,-156.80546376313274,-91.1861719870012,179.93912395803787,-106.34085158225972,-300.26375655951995,-141.9574965027792,34.384958825622505
-347.81264452133644,-270.6813894994993,-108.07576728775805,-270.1094508080839,-269.81730436458173,7.244792202616111,-513.9128236334711,-441.8094409068155,-363.70634015472785,-10.2402287767774
-108.25728624929866,-190.03742256334036,-262.1223627976614,-321.3634520999859,-64.46119758381104,263.044617952095,-493.37413131108565,-212.10139546780024,-140.00955561511472,156.38860408833543
-124.40891081793569,-317.3964906946344,-246.04721803488744,-111.93416140805394,-334.59449697345764,-31.06881569198248,-305.99325113913767,-184.6708749953578,-109.43166246196039,-46.12223324995285
-235.2201783156148,-209.89037150850754,-96.01486619189726,-173.85897513495053,-136.55525367736982,172.42615589809506,-121.7024498454208,-292.74053565879353,-71.36844383118125,-53.96838549014749
-77.17905920971768,-112.27988968698139,-127.53665162928347,-407.5261918159822,-190.95584085780553,236.9483358041845,-570.837878812124,-143.17220231325751,-167.71008380995494,-13.09032495153484
-349.1680958548503,-162.06018168965315,-235.50937128379243,-104.85103512511407,-131.56710847790285,-36.9374029245067,-100.25168882501065,-277.21939121003555,-195.14015089653986,-40.20912711692341
-135.37039134502945,-318.1316776669312,-111.37113095900841,-256.8172737534005,-383.796496717192,251.03176448418924,-287.64650479421584,-106.93916076941493,-88.15561829603632,-75.4616076259452
-83.32971385077937,-88.52244684496326,-100.92782746928877,-234.91383742180375,-110.63305986399816,-78.47569684873257,-108.41249370574802,-175.68507299232573,-214.48763321025086,-63.18702133380114
-25.897657629735804,-144.00578007227307,-377.5564909851287,-25.477700968016265,-131.63824662805354,245.33032290183414,-220.89485812041048,-201.35777047127638,-122.33286928673942,31.11712152133508
-113.18780607760601,-344.1277417369905,-212.16518544103377,-134.42487493356288,-350.5962557225017,238.9704946527712,-48.511510593331025,-254.40502949003815,-116.92789180876484,46.165634078952955
-70.68141582856668,-191.18185541589173,-181.57122589712736,-207.97915687289208,-184.12003172472015,2.031894244244711,-325.0971056498299,-68.28413486058287,-110.09653715909906,-119.03061687558602
-205.9852572350937,-503.81748105862476,-91.99797463102092,-295.6992637111576,-172.60052512664078,-43.637547849673055,-273.6984841041824,-73.13800232757619,-61.39418492524225,96.34303022629611
-90.67670267773484,-39.76041029739797,-105.69417065784496,-76.52879416353245,-321.32242395196073,-76.61347104233575,-190.9741995655524,-101.8781676904647,-170.16854598022854,-52.187199157021475
-219.14878235282657,-371.12644616522607,-403.17562929908104,-96.03989405532575,-88.8268838357863,-2.4030266492151213,-358.3689343705615,-153.63667283623943,-332.9613319265902,-184.93009183586324
-82.10774196296848,-310.9150747636484,-217.80902686545284,-191.1527813963192,-58.98277742380051,246.02102650023633,-203.28275515765154,-325.6744532121592,-71.87176173827831,50.98743982174686
-134.7246546301671,-372.0968243008256,-146.0964129032227,-292.9179355545663,-327.10717906863715,219.174440791744,-221.85043346053078,-216.0650378998323,-134.45897512413063,-252.24355537133675
-318.0557949632182,-464.66887640396357,-186.74288686714686,-157.82025660541808,-148.83860580553286,217.9193987507357,-118.66618208470882,-82.27036895222,-108.1812559101895,-100.60473177888137
-79.37882843182075,-82.20094977886612,-151.5146606687524,-46.639965544313554,-109.6296228429078,139.2095170638235,52.757958502679884,-82.78703467748973,-83.0883220700801,50.533386251164714
-83.75138008347025,-177.40094583167956,-376.7872001300594,-133.14616484392982,-80.7992561616136,-55.30708245883652,-117.47483281835372,-102.59019210819464,-61.81301164104408,60.79255230916123
-135.35448565748328,-344.82911024481245,-115.02904292564712,-93.17084874663877,-143.8554466138974,212.24279137925134,-84.10900923361699,-128.175074752574,-264.2950267202433,39.85558179087572
-383.23530238442817,-106.812764502697,-128.9061287842099,-312.6292021854612,-345.4885768374198,275.9440969594897,-305.00064024592155,-214.6998883394379,-130.6004891373134,-110.29860401477326
-8.757582564737106,-180.0476168667636,-259.47226343761105,-256.03242443826764,-130.02000644022377,207.60765500772825,-92.97065639854243,-200.53329152356883,-93.17228090711859,-81.32606716364623
-168.41021047082165,-48.550127391834735,-56.56555923648585,-128.7260944960369,-389.9332372995476,224.99087814722708,-355.67967061537803,-215.29090100024064,-147.01272630874985,27.128734690196588
-557.7161182592934,-101.44756905128109,-214.03926085887372,-62.646032221413094,-189.99924240485382,205.57305069851654,-111.3198412744537,-112.25300651065453,-74.05981463926395,-102.92286716712893
-170.79163177601305,-99.47316205567236,-86.41817381661576,-330.8920522563384,-21.334741259532407,249.56905151659006,-334.43835676772034,-275.7164212207774,-104.92355992749127,68.94929461271853
-170.5228394395768,-66.05673100757579,-189.5663050469807,-142.8612874843507,-373.92831979287325,202.68562926012632,-191.78259185771356,-59.212906853228056,-82.72035051489306,49.12391069299388
-189.06258607565152,-99.25836139966927,-71.50707789407295,-97.93852114219631,-91.025260673086,-244.25738594621936,-428.72615531973554,9.553672881542568,-93.6309003746507,65.19140246519797
-97.0221412637996,-201.0896448317444,-351.50611442356484,-235.61924246831825,-99.75584758980415,21.61524497924745,-117.88975260587303,-122.02238291332401,-142.50676787308382,97.22816637154352
-195.83238765106395,-401.41861492212985,-329.9614474553004,-249.41945269794465,-553.2484835605958,18.867039796020663,-329.2933311687074,-271.1090958690693,-76.46557496839321,78.65307402397997
-190.51755477217392,-71.1297581733514,-30.45821006885204,-147.65067547378501,-327.16365303472014,214.05816932010083,-285.0396051136929,-136.97727047603178,-98.87430448325493,93.88269953406618
-106.17474338177408,-277.57669994005175,-38.50731269302909,-101.81258455035447,-481.87870075160106,278.37626424985456,-426.54379277433225,-208.83189012037298,-80.77939491270236,62.83896649093471
-106.32294601093083,-228.64297111597716,-93.51983906863072,-108.82931933882246,-346.893657028462,252.71742986597405,-308.63057185617754,-143.29376011311365,-219.55940523834795,-69.18969152701129
-119.66895019047864,18.164367284182646,-177.0538444513583,-135.07519903628983,-371.5467260313301,242.94898110821887,-550.935393549416,-358.31591844820076,-86.24804786043244,-86.23172356318403
-302.31953239818745,-200.7152489682059,-234.70486092412986,-155.4062587475408,-469.7647234691039,29.2863373230945,-390.9151887159213,-276.1385860724979,-133.51369148606193,58.69447931067289
-188.5313870216823,-338.0363105909224,-86.94852725656747,-274.6462651600857,-121.18289726153576,211.21189567090335,-130.58141923940354,-114.43022319919653,-24.446929518782525,87.19301340093696
-183.41731751018796,-266.92992718854606,-144.4747579896191,-124.91928758381523,-309.13140062655526,227.22047848989976,-317.46963312944445,-390.2293223261394,-45.921509222367014,49.78503168785343
-91.2041026297054,-154.04459034265562,-132.87899948691177,-282.21522511670395,-42.485873902863716,269.7408826595387,-113.51627102472135,-138.34975061693,-123.71973796245287,37.00214489965351
-137.5826412094944,-117.28216213260444,-128.4454311020337,-135.47409332142982,-71.54552253445716,240.86694631300156,-340.597815704856,-121.16366369123756,-211.89832890631124,46.0118709697453
-334.10717595816186,-53.9561044348967,-280.0131499486303,-135.76998136416717,-251.3866230688751,226.20689754150953,-92.22413131333023,-108.24350298451381,-186.75882626581696,130.86527075631702
-173.7177963213806,-330.74748328942314,-107.99514553473391,-123.48762985259549,-317.760658330609,251.221021464451,-343.693560223282,-92.20851698138576,-93.40868587214696,89.80818570954166
-162.58292644955006,-125.97726914520908,-354.10064978483325,-349.0988707407055,-475.19609270153563,254.17382761679102,-554.8805469593725,-135.83636402218366,-171.0158616646813,145.39611803070275
-60.2534544139139,-174.33078218531227,-103.88018984459795,-161.46367663843273,-135.84666561465417,-32.273965434313396,-72.7162152370733,-100.40402611491382,-71.14392465753403,70.2682703079313
-136.8132019247612,-66.6597362142613,-278.48568621641266,-90.37061457489119,-128.67997978582162,245.83056960170723,-221.39363162719638,-94.36198187917752,-242.88018864659298,-90.44770696218743
-231.25410899620374,-91.72513714557832,-70.37068313375919,-72.6268244025953,-271.0072616156838,241.00580987724067,-118.5524681007832,-62.03301621611074,-270.1938284857745,-25.715806680441517
-169.56526702126436,-105.28436531092777,-145.99031971916708,-167.19884246024554,-99.07393639134258,238.8922141295873,-283.5313348484184,-202.20901514621292,-246.23508953941507,-38.260998557384184
-137.07345723163596,-147.5111264307538,-423.58683951157695,-111.74450901992523,-219.7024698937966,221.2961343247507,-271.7575581887609,-174.9162383104325,-124.90101612993233,86.4646691528334
-402.13525183001434,-126.14453389806768,-159.6528198115597,-88.22929424766716,-114.00515630506762,249.38048896169448,-336.2968237328846,-166.7694258286238,-350.4117585711738,-72.86495529182886
